,arrest,black,perceivedage,gender,trafficstop,raceperceivedpriortostop,tract_distancefromcal,tract_medianincome,tract_annualstops,tract_nonwhitecomp
4223,0,0,28,1,0,1,1.727666572,83214,260,0.507266246
4224,0,1,50,1,0,1,1.727666572,83214,260,0.507266246
4225,0,1,50,1,0,1,1.727666572,83214,260,0.507266246
4226,0,0,45,2,1,1,1.727666572,83214,260,0.507266246
4227,0,0,40,1,1,0,1.727666572,83214,260,0.507266246
4228,0,0,35,1,1,0,1.727666572,83214,260,0.507266246
4229,0,1,20,2,1,0,1.727666572,83214,260,0.507266246
4230,0,1,40,1,0,1,1.727666572,83214,260,0.507266246
4231,0,1,20,2,1,0,1.727666572,83214,260,0.507266246
4232,1,1,40,1,0,1,1.727666572,83214,260,0.507266246
4233,0,0,55,2,0,1,1.727666572,83214,260,0.507266246
4234,0,1,50,1,0,1,1.727666572,83214,260,0.507266246
4235,0,1,24,2,1,0,1.727666572,83214,260,0.507266246
4236,1,1,60,1,1,0,1.727666572,83214,260,0.507266246
4237,1,0,1,1,1,1,1.0,1,1,1.0
4238,0,1,25,1,1,0,1.727666572,83214,260,0.507266246
4239,1,0,50,1,1,0,1.727666572,83214,260,0.507266246
4240,1,0,1,1,1,1,1.0,1,1,1.0
4241,0,0,40,2,1,1,1.727666572,83214,260,0.507266246
4242,0,0,65,2,0,1,1.727666572,83214,260,0.507266246
4243,1,1,50,1,1,1,1.727666572,83214,260,0.507266246
4244,0,0,45,1,1,0,1.727666572,83214,260,0.507266246
4245,0,0,80,2,1,1,1.727666572,83214,260,0.507266246
4246,0,1,55,1,1,0,1.727666572,83214,260,0.507266246
4247,0,0,35,1,1,0,1.727666572,83214,260,0.507266246
4248,1,1,38,1,0,1,1.727666572,83214,260,0.507266246
4249,0,0,40,1,1,0,1.727666572,83214,260,0.507266246
4250,0,1,50,1,1,0,1.727666572,83214,260,0.507266246
4251,0,1,50,1,0,1,1.727666572,83214,260,0.507266246
4252,1,1,60,1,1,0,1.727666572,83214,260,0.507266246
4253,0,1,40,2,0,0,1.727666572,83214,260,0.507266246
4254,0,1,55,1,1,0,1.727666572,83214,260,0.507266246
4255,0,0,45,1,1,0,1.727666572,83214,260,0.507266246
4256,0,0,35,1,1,0,1.727666572,83214,260,0.507266246
4257,1,1,60,1,0,1,1.727666572,83214,260,0.507266246
4258,0,1,60,1,1,1,1.727666572,83214,260,0.507266246
4259,1,0,1,1,1,1,1.0,1,1,1.0
4260,0,1,60,1,0,0,1.727666572,83214,260,0.507266246
4261,0,0,30,1,0,1,1.727666572,83214,260,0.507266246
4262,0,1,25,2,1,0,1.727666572,83214,260,0.507266246
4263,0,1,40,2,1,0,1.727666572,83214,260,0.507266246
4264,1,0,1,1,1,1,1.0,1,1,1.0
4265,0,0,35,2,1,0,1.727666572,83214,260,0.507266246
4266,1,0,20,2,0,1,1.727666572,83214,260,0.507266246
4267,0,1,19,2,1,0,1.727666572,83214,260,0.507266246
4268,0,0,30,1,1,0,1.727666572,83214,260,0.507266246
4269,1,1,50,2,1,1,1.727666572,83214,260,0.507266246
4270,0,0,30,1,1,0,1.727666572,83214,260,0.507266246
4271,1,1,45,1,1,0,1.727666572,83214,260,0.507266246
4272,0,0,25,1,1,0,1.727666572,83214,260,0.507266246
4273,0,1,25,1,1,0,1.727666572,83214,260,0.507266246
4274,1,1,65,2,0,1,1.727666572,83214,260,0.507266246
4275,1,0,1,1,1,1,1.0,1,1,1.0
4276,1,0,1,1,1,1,1.0,1,1,1.0
4277,0,1,40,2,1,0,1.727666572,83214,260,0.507266246
4278,0,1,60,1,1,1,1.727666572,83214,260,0.507266246
4279,0,0,45,1,0,0,1.727666572,83214,260,0.507266246
4280,0,0,40,2,1,0,1.727666572,83214,260,0.507266246
4281,0,0,21,1,1,0,1.727666572,83214,260,0.507266246
4282,0,0,30,1,1,0,1.727666572,83214,260,0.507266246
4283,0,0,18,1,1,0,1.727666572,83214,260,0.507266246
4284,0,1,30,1,1,0,1.727666572,83214,260,0.507266246
4285,0,1,25,1,1,0,1.727666572,83214,260,0.507266246
4286,0,0,60,1,1,0,1.727666572,83214,260,0.507266246
4287,0,0,50,1,0,0,1.727666572,83214,260,0.507266246
4288,1,0,1,1,1,1,1.0,1,1,1.0
4289,0,0,37,1,1,0,1.727666572,83214,260,0.507266246
4290,0,0,60,1,1,0,1.727666572,83214,260,0.507266246
4291,0,1,50,1,1,0,1.727666572,83214,260,0.507266246
4292,0,0,30,1,1,1,1.727666572,83214,260,0.507266246
4293,1,1,30,2,1,0,1.727666572,83214,260,0.507266246
4294,0,1,25,1,1,0,1.727666572,83214,260,0.507266246
4295,0,0,30,1,1,0,1.727666572,83214,260,0.507266246
4296,0,1,33,1,1,0,1.727666572,83214,260,0.507266246
4297,0,0,70,1,0,1,1.727666572,83214,260,0.507266246
4298,0,1,25,1,1,0,1.727666572,83214,260,0.507266246
4299,0,0,25,2,0,1,1.727666572,83214,260,0.507266246
4300,0,1,30,1,0,1,1.727666572,83214,260,0.507266246
4301,0,0,30,2,1,0,1.727666572,83214,260,0.507266246
4302,0,1,30,1,1,0,1.727666572,83214,260,0.507266246
4303,1,0,1,1,1,1,1.0,1,1,1.0
4304,0,0,40,2,1,0,1.727666572,83214,260,0.507266246
4305,0,1,19,1,1,0,1.727666572,83214,260,0.507266246
4306,0,1,65,1,1,0,1.727666572,83214,260,0.507266246
4307,0,1,66,2,0,1,1.727666572,83214,260,0.507266246
4308,0,0,45,1,0,1,1.727666572,83214,260,0.507266246
4309,0,0,50,1,1,0,1.727666572,83214,260,0.507266246
4310,0,1,30,1,0,1,1.727666572,83214,260,0.507266246
4311,0,0,36,1,1,0,1.727666572,83214,260,0.507266246
4312,0,1,20,1,1,0,1.727666572,83214,260,0.507266246
4313,0,1,30,1,1,0,1.727666572,83214,260,0.507266246
4314,0,0,30,1,1,0,1.727666572,83214,260,0.507266246
4315,0,0,40,1,1,0,1.727666572,83214,260,0.507266246
4316,0,0,50,2,1,0,1.727666572,83214,260,0.507266246
4317,0,0,28,1,1,0,1.727666572,83214,260,0.507266246
4318,1,0,1,1,1,1,1.0,1,1,1.0
4319,0,0,40,1,1,0,1.727666572,83214,260,0.507266246
4320,0,0,32,1,0,0,1.727666572,83214,260,0.507266246
4321,0,0,28,1,0,0,1.727666572,83214,260,0.507266246
4322,0,1,35,1,1,0,1.727666572,83214,260,0.507266246
4323,0,1,35,2,1,0,1.727666572,83214,260,0.507266246
4324,0,1,60,1,1,0,1.727666572,83214,260,0.507266246
4325,0,1,50,1,1,0,1.727666572,83214,260,0.507266246
4326,0,0,40,1,1,0,1.727666572,83214,260,0.507266246
4327,1,0,25,1,1,0,1.727666572,83214,260,0.507266246
4328,0,0,50,1,0,1,0.896889149,119674,122,0.212717638
4329,0,1,40,2,0,1,0.896889149,119674,122,0.212717638
4330,1,0,40,1,0,1,0.896889149,119674,122,0.212717638
4331,0,0,35,1,0,0,0.896889149,119674,122,0.212717638
4332,0,0,40,2,0,0,0.896889149,119674,122,0.212717638
4333,0,0,45,1,0,1,0.896889149,119674,122,0.212717638
4334,0,0,30,1,0,0,0.896889149,119674,122,0.212717638
4335,1,0,1,1,1,1,1.0,1,1,1.0
4336,0,0,60,1,0,1,0.896889149,119674,122,0.212717638
4337,0,0,50,1,0,1,0.896889149,119674,122,0.212717638
4338,0,1,50,1,0,1,0.896889149,119674,122,0.212717638
4339,0,0,50,1,0,1,0.896889149,119674,122,0.212717638
4340,1,0,40,1,0,0,0.896889149,119674,122,0.212717638
4341,0,1,30,1,0,0,0.896889149,119674,122,0.212717638
4342,0,1,55,1,0,1,0.896889149,119674,122,0.212717638
4343,0,0,45,1,1,0,0.896889149,119674,122,0.212717638
4344,0,0,25,1,1,0,0.896889149,119674,122,0.212717638
4345,0,1,18,1,1,0,0.896889149,119674,122,0.212717638
4346,0,0,35,1,0,0,0.896889149,119674,122,0.212717638
4347,0,0,30,1,0,1,0.896889149,119674,122,0.212717638
4348,0,1,25,1,0,1,0.896889149,119674,122,0.212717638
4349,1,1,30,1,0,1,0.896889149,119674,122,0.212717638
4350,0,0,25,1,1,0,0.896889149,119674,122,0.212717638
4351,0,0,45,1,0,1,0.896889149,119674,122,0.212717638
4352,0,1,55,1,1,0,0.896889149,119674,122,0.212717638
4353,0,0,30,2,0,0,0.896889149,119674,122,0.212717638
4354,0,1,30,1,1,0,0.896889149,119674,122,0.212717638
4355,0,1,25,1,1,0,0.896889149,119674,122,0.212717638
4356,0,1,35,1,1,0,0.896889149,119674,122,0.212717638
4357,0,0,30,1,0,0,0.896889149,119674,122,0.212717638
4358,0,0,60,1,0,0,0.896889149,119674,122,0.212717638
4359,0,1,30,1,0,0,0.896889149,119674,122,0.212717638
4360,0,0,40,1,0,0,0.896889149,119674,122,0.212717638
4361,1,0,25,1,0,1,0.896889149,119674,122,0.212717638
4362,0,0,60,1,0,0,0.896889149,119674,122,0.212717638
4363,0,1,25,1,0,1,0.896889149,119674,122,0.212717638
4364,0,0,50,1,1,1,0.896889149,119674,122,0.212717638
4365,0,0,40,1,1,1,0.896889149,119674,122,0.212717638
4366,1,0,40,1,0,0,0.896889149,119674,122,0.212717638
4367,0,0,25,1,0,0,0.896889149,119674,122,0.212717638
4368,0,0,50,1,1,0,0.896889149,119674,122,0.212717638
4369,0,1,45,1,0,0,0.896889149,119674,122,0.212717638
4370,0,0,60,1,0,1,0.896889149,119674,122,0.212717638
4371,0,1,50,1,0,1,0.896889149,119674,122,0.212717638
4372,0,0,35,1,0,1,0.896889149,119674,122,0.212717638
4373,0,0,30,1,1,1,0.896889149,119674,122,0.212717638
4374,0,0,30,2,0,1,0.896889149,119674,122,0.212717638
4375,1,0,35,1,0,1,0.896889149,119674,122,0.212717638
4376,0,0,30,1,0,1,0.896889149,119674,122,0.212717638
4377,0,0,30,2,0,0,0.896889149,119674,122,0.212717638
4378,1,0,1,1,1,1,1.0,1,1,1.0
4379,0,0,60,1,0,0,0.896889149,119674,122,0.212717638
4380,0,0,22,1,0,0,0.896889149,119674,122,0.212717638
4381,0,0,40,2,1,0,0.896889149,119674,122,0.212717638
4382,0,1,35,1,1,0,0.896889149,119674,122,0.212717638
4383,0,1,30,2,1,0,0.896889149,119674,122,0.212717638
4384,0,0,40,2,1,1,0.896889149,119674,122,0.212717638
4385,0,0,25,1,1,1,0.896889149,119674,122,0.212717638
4386,0,0,50,2,1,0,0.896889149,119674,122,0.212717638
4387,0,1,40,1,1,1,0.896889149,119674,122,0.212717638
4388,0,0,50,2,1,1,0.896889149,119674,122,0.212717638
4389,0,1,40,1,0,0,0.896889149,119674,122,0.212717638
4390,0,0,35,2,1,0,0.896889149,119674,122,0.212717638
4391,0,0,33,1,1,0,0.896889149,119674,122,0.212717638
4392,0,0,19,1,1,0,0.896889149,119674,122,0.212717638
4393,1,0,1,1,1,1,1.0,1,1,1.0
4394,0,1,30,1,0,1,0.896889149,119674,122,0.212717638
4395,1,0,1,1,1,1,1.0,1,1,1.0
4396,0,0,30,1,1,0,0.896889149,119674,122,0.212717638
4397,0,0,24,1,0,1,0.896889149,119674,122,0.212717638
4398,0,1,50,2,1,0,0.896889149,119674,122,0.212717638
4399,0,0,40,2,1,1,0.896889149,119674,122,0.212717638
4400,0,0,40,1,0,1,0.896889149,119674,122,0.212717638
4401,0,0,30,1,0,1,0.896889149,119674,122,0.212717638
4402,0,0,65,1,0,1,0.896889149,119674,122,0.212717638
4403,0,0,30,2,1,1,0.896889149,119674,122,0.212717638
4404,0,0,35,2,1,0,0.896889149,119674,122,0.212717638
4405,0,0,25,1,0,1,0.896889149,119674,122,0.212717638
4406,0,1,40,1,0,1,0.896889149,119674,122,0.212717638
4407,0,0,35,2,0,0,0.896889149,119674,122,0.212717638
4408,0,0,30,1,0,1,0.896889149,119674,122,0.212717638
4409,0,1,50,1,0,1,0.896889149,119674,122,0.212717638
4410,0,1,50,1,0,1,0.896889149,119674,122,0.212717638
4411,0,0,50,1,1,1,0.896889149,119674,122,0.212717638
4412,0,1,45,1,0,0,0.896889149,119674,122,0.212717638
4413,0,1,40,1,0,1,0.896889149,119674,122,0.212717638
4414,0,1,35,1,0,1,0.896889149,119674,122,0.212717638
4415,1,0,60,1,0,1,0.896889149,119674,122,0.212717638
4416,0,0,40,1,0,0,0.896889149,119674,122,0.212717638
4417,1,1,65,1,0,1,0.896889149,119674,122,0.212717638
4418,0,1,60,2,1,0,0.896889149,119674,122,0.212717638
4419,0,0,22,2,0,0,0.896889149,119674,122,0.212717638
4420,0,0,23,1,1,0,0.896889149,119674,122,0.212717638
4421,0,0,50,1,0,1,0.896889149,119674,122,0.212717638
4422,0,0,40,2,0,1,0.896889149,119674,122,0.212717638
4423,0,1,20,1,1,0,0.896889149,119674,122,0.212717638
4424,0,0,40,2,0,1,0.896889149,119674,122,0.212717638
4425,1,0,1,1,1,1,1.0,1,1,1.0
4426,0,0,40,1,0,1,0.896889149,119674,122,0.212717638
4427,0,1,18,1,1,0,0.896889149,119674,122,0.212717638
4428,0,0,35,1,0,1,0.896889149,119674,122,0.212717638
4429,0,0,40,1,1,1,0.896889149,119674,122,0.212717638
4430,0,0,30,2,0,1,0.896889149,119674,122,0.212717638
4431,0,0,22,2,1,0,0.896889149,119674,122,0.212717638
4432,0,0,65,1,0,1,0.896889149,119674,122,0.212717638
4433,0,1,50,1,0,1,0.896889149,119674,122,0.212717638
4434,0,0,40,1,0,1,0.896889149,119674,122,0.212717638
4435,0,0,35,1,0,0,0.896889149,119674,122,0.212717638
4436,1,0,25,2,0,1,0.896889149,119674,122,0.212717638
4437,1,1,27,2,0,0,0.896889149,119674,122,0.212717638
4438,0,0,45,1,0,1,0.896889149,119674,122,0.212717638
4439,0,0,25,2,1,1,0.896889149,119674,122,0.212717638
4440,1,0,30,1,0,1,0.896889149,119674,122,0.212717638
4441,0,0,25,2,1,0,0.896889149,119674,122,0.212717638
4442,0,0,40,1,0,0,0.896889149,119674,122,0.212717638
4443,0,0,25,2,1,0,0.896889149,119674,122,0.212717638
4444,0,1,45,1,1,0,0.896889149,119674,122,0.212717638
4445,0,0,20,2,1,1,0.896889149,119674,122,0.212717638
4446,0,0,40,1,1,0,0.896889149,119674,122,0.212717638
4447,0,1,25,1,1,0,0.896889149,119674,122,0.212717638
4448,0,0,25,1,1,0,0.896889149,119674,122,0.212717638
4449,1,0,1,1,1,1,1.0,1,1,1.0
4450,0,0,30,1,1,0,0.896889149,119674,122,0.212717638
4451,0,0,65,2,1,0,0.896889149,119674,122,0.212717638
4452,1,0,45,1,1,0,0.896889149,119674,122,0.212717638
4453,0,0,20,1,1,0,0.896889149,119674,122,0.212717638
4454,0,0,22,2,1,0,0.896889149,119674,122,0.212717638
4455,0,0,30,1,1,1,0.896889149,119674,122,0.212717638
4456,0,1,30,1,1,0,0.896889149,119674,122,0.212717638
4457,0,0,40,1,1,0,0.896889149,119674,122,0.212717638
4458,0,0,20,1,1,0,0.896889149,119674,122,0.212717638
4459,0,0,35,2,1,0,0.896889149,119674,122,0.212717638
4460,0,0,30,1,1,0,0.896889149,119674,122,0.212717638
4461,0,0,40,2,1,0,0.896889149,119674,122,0.212717638
4462,0,0,22,2,1,0,0.896889149,119674,122,0.212717638
4463,0,1,35,1,0,1,0.896889149,119674,122,0.212717638
4464,1,0,1,1,1,1,1.0,1,1,1.0
4465,1,0,40,1,0,1,0.896889149,119674,122,0.212717638
4466,0,0,30,1,0,1,0.896889149,119674,122,0.212717638
4468,0,1,55,1,0,0,0.896889149,119674,122,0.212717638
4469,0,1,45,1,1,0,0.896889149,119674,122,0.212717638
4470,1,0,45,1,0,1,0.896889149,119674,122,0.212717638
4471,0,1,22,1,1,0,0.896889149,119674,122,0.212717638
4472,0,0,45,1,0,0,0.896889149,119674,122,0.212717638
4473,1,0,45,2,0,1,0.896889149,119674,122,0.212717638
4474,0,1,22,2,1,0,0.896889149,119674,122,0.212717638
4475,1,0,1,1,1,1,1.0,1,1,1.0
4476,0,1,30,1,1,0,0.896889149,119674,122,0.212717638
4477,0,0,20,1,0,0,0.896889149,119674,122,0.212717638
4478,0,0,40,1,0,0,0.896889149,119674,122,0.212717638
4479,0,1,50,1,0,0,0.896889149,119674,122,0.212717638
4480,0,1,50,1,0,1,0.896889149,119674,122,0.212717638
4481,0,1,21,1,1,0,0.896889149,119674,122,0.212717638
4482,1,0,60,1,0,1,0.896889149,119674,122,0.212717638
4483,0,0,50,2,0,0,0.896889149,119674,122,0.212717638
4484,0,1,40,1,0,1,0.896889149,119674,122,0.212717638
4485,0,1,40,1,0,1,0.896889149,119674,122,0.212717638
4486,0,0,21,1,0,1,0.896889149,119674,122,0.212717638
4487,0,1,50,1,1,0,0.896889149,119674,122,0.212717638
4488,1,0,1,1,1,1,1.0,1,1,1.0
4489,0,0,45,1,1,0,0.896889149,119674,122,0.212717638
4490,0,1,50,1,0,1,0.896889149,119674,122,0.212717638
4491,0,0,78,2,1,0,0.896889149,119674,122,0.212717638
4492,0,0,38,1,1,0,0.896889149,119674,122,0.212717638
4493,0,0,40,1,1,0,0.896889149,119674,122,0.212717638
4494,0,0,30,1,1,0,0.896889149,119674,122,0.212717638
4495,1,1,40,1,1,1,0.896889149,119674,122,0.212717638
4496,0,1,35,1,1,0,0.896889149,119674,122,0.212717638
4497,0,0,35,1,0,1,0.896889149,119674,122,0.212717638
4498,1,0,1,1,1,1,1.0,1,1,1.0
4499,1,0,1,1,1,1,1.0,1,1,1.0
4500,1,1,60,1,1,1,0.896889149,119674,122,0.212717638
4501,0,0,35,1,1,0,0.896889149,119674,122,0.212717638
4502,1,0,1,1,1,1,1.0,1,1,1.0
4503,1,1,21,1,0,0,0.896889149,119674,122,0.212717638
4504,1,0,1,1,1,1,1.0,1,1,1.0
4505,0,0,35,1,0,1,0.896889149,119674,122,0.212717638
4506,0,1,35,2,0,1,0.896889149,119674,122,0.212717638
4507,1,0,40,1,0,1,0.896889149,119674,122,0.212717638
4508,0,0,60,2,0,0,0.896889149,119674,122,0.212717638
4509,0,1,44,1,1,0,0.896889149,119674,122,0.212717638
4510,0,1,45,1,0,0,0.896889149,119674,122,0.212717638
4511,0,1,20,2,0,0,0.896889149,119674,122,0.212717638
4512,1,0,1,1,1,1,1.0,1,1,1.0
4513,0,0,50,2,0,1,0.648455435,62184,383,0.47306959
4514,0,0,45,1,0,1,0.648455435,62184,383,0.47306959
4515,0,0,35,1,1,0,0.648455435,62184,383,0.47306959
4516,1,0,55,1,0,0,0.648455435,62184,383,0.47306959
4517,0,0,60,1,0,1,0.648455435,62184,383,0.47306959
4518,0,0,40,2,0,1,0.648455435,62184,383,0.47306959
4519,0,0,40,1,0,1,0.648455435,62184,383,0.47306959
4520,0,0,35,2,0,0,0.648455435,62184,383,0.47306959
4521,0,0,55,2,0,0,0.648455435,62184,383,0.47306959
4522,0,0,60,1,0,1,0.648455435,62184,383,0.47306959
4523,0,0,40,1,0,0,0.648455435,62184,383,0.47306959
4524,0,0,40,1,0,1,0.648455435,62184,383,0.47306959
4525,1,0,30,1,0,0,0.648455435,62184,383,0.47306959
4526,0,0,40,2,0,0,0.648455435,62184,383,0.47306959
4527,0,1,40,1,0,0,0.648455435,62184,383,0.47306959
4528,0,1,40,2,0,0,0.648455435,62184,383,0.47306959
4529,0,0,20,2,1,0,0.648455435,62184,383,0.47306959
4530,0,0,38,1,0,1,0.648455435,62184,383,0.47306959
4531,0,1,25,1,0,0,0.648455435,62184,383,0.47306959
4532,1,1,55,1,0,1,0.648455435,62184,383,0.47306959
4533,0,0,20,1,0,1,0.648455435,62184,383,0.47306959
4534,1,1,50,1,0,0,0.648455435,62184,383,0.47306959
4535,0,0,40,1,1,0,0.648455435,62184,383,0.47306959
4536,0,1,20,1,1,0,0.648455435,62184,383,0.47306959
4537,0,1,40,1,0,0,0.648455435,62184,383,0.47306959
4538,0,0,45,1,0,1,0.648455435,62184,383,0.47306959
4539,0,0,30,1,1,0,0.648455435,62184,383,0.47306959
4540,0,1,40,1,0,1,0.648455435,62184,383,0.47306959
4541,0,0,35,1,0,0,0.648455435,62184,383,0.47306959
4542,0,0,27,2,1,0,0.648455435,62184,383,0.47306959
4543,0,1,20,2,1,0,0.648455435,62184,383,0.47306959
4544,0,0,18,2,1,0,0.648455435,62184,383,0.47306959
4545,1,1,40,1,0,1,0.648455435,62184,383,0.47306959
4546,0,1,25,1,1,1,0.648455435,62184,383,0.47306959
4547,0,1,40,2,1,0,0.648455435,62184,383,0.47306959
4548,0,1,40,2,0,0,0.648455435,62184,383,0.47306959
4549,0,0,40,1,0,1,0.648455435,62184,383,0.47306959
4550,0,1,45,1,0,1,0.648455435,62184,383,0.47306959
4551,0,0,50,1,0,0,0.648455435,62184,383,0.47306959
4552,0,1,60,1,1,0,0.648455435,62184,383,0.47306959
4553,0,1,35,1,0,0,0.648455435,62184,383,0.47306959
4554,0,1,50,2,1,0,0.648455435,62184,383,0.47306959
4555,0,0,50,1,0,1,0.648455435,62184,383,0.47306959
4556,0,1,38,1,1,0,0.648455435,62184,383,0.47306959
4557,0,0,40,2,0,1,0.648455435,62184,383,0.47306959
4558,1,0,1,1,1,1,1.0,1,1,1.0
4559,1,0,1,1,1,1,1.0,1,1,1.0
4560,0,0,60,1,0,0,0.648455435,62184,383,0.47306959
4561,0,0,25,2,0,1,0.648455435,62184,383,0.47306959
4562,0,0,25,2,0,1,0.648455435,62184,383,0.47306959
4563,1,0,1,1,1,1,1.0,1,1,1.0
4564,0,0,40,2,0,1,0.648455435,62184,383,0.47306959
4565,0,1,40,2,0,1,0.648455435,62184,383,0.47306959
4566,0,0,25,1,1,0,0.648455435,62184,383,0.47306959
4567,1,1,50,2,0,1,0.648455435,62184,383,0.47306959
4568,0,0,30,2,0,1,0.648455435,62184,383,0.47306959
4569,0,1,30,1,0,1,0.648455435,62184,383,0.47306959
4570,0,0,40,2,0,1,0.648455435,62184,383,0.47306959
4571,0,0,30,2,0,1,0.648455435,62184,383,0.47306959
4572,0,0,30,1,0,1,0.648455435,62184,383,0.47306959
4573,0,1,60,1,0,1,0.648455435,62184,383,0.47306959
4574,1,0,1,1,1,1,1.0,1,1,1.0
4575,0,1,55,1,0,1,0.648455435,62184,383,0.47306959
4576,0,0,60,1,0,1,0.648455435,62184,383,0.47306959
4577,0,1,45,2,0,1,0.648455435,62184,383,0.47306959
4578,0,0,40,1,1,0,0.648455435,62184,383,0.47306959
4579,0,1,60,1,0,1,0.648455435,62184,383,0.47306959
4580,0,0,35,1,0,0,0.648455435,62184,383,0.47306959
4581,0,0,30,1,0,1,0.648455435,62184,383,0.47306959
4582,1,1,35,1,0,1,0.648455435,62184,383,0.47306959
4583,0,0,22,1,1,0,0.648455435,62184,383,0.47306959
4584,0,0,21,1,1,0,0.648455435,62184,383,0.47306959
4585,0,0,60,1,0,1,0.648455435,62184,383,0.47306959
4586,0,0,20,2,1,0,0.648455435,62184,383,0.47306959
4587,0,0,20,2,1,0,0.648455435,62184,383,0.47306959
4588,0,0,55,1,1,0,0.648455435,62184,383,0.47306959
4589,1,1,25,1,0,1,0.648455435,62184,383,0.47306959
4590,1,1,55,1,0,1,0.648455435,62184,383,0.47306959
4591,0,0,48,2,0,1,0.648455435,62184,383,0.47306959
4592,0,0,40,1,0,1,0.648455435,62184,383,0.47306959
4593,0,1,50,1,0,0,0.648455435,62184,383,0.47306959
4594,1,0,30,1,0,1,0.648455435,62184,383,0.47306959
4595,0,1,30,1,0,0,0.648455435,62184,383,0.47306959
4596,0,1,40,1,0,0,0.648455435,62184,383,0.47306959
4597,0,0,35,2,0,0,0.648455435,62184,383,0.47306959
4598,0,0,70,1,0,1,0.648455435,62184,383,0.47306959
4599,1,1,60,1,0,1,0.648455435,62184,383,0.47306959
4600,1,0,40,1,0,1,0.648455435,62184,383,0.47306959
4601,0,1,75,1,0,1,0.648455435,62184,383,0.47306959
4602,0,0,55,1,1,0,0.648455435,62184,383,0.47306959
4603,0,1,40,1,0,1,0.648455435,62184,383,0.47306959
4604,0,0,35,1,0,1,0.648455435,62184,383,0.47306959
4605,0,0,65,1,0,0,0.648455435,62184,383,0.47306959
4606,1,1,40,1,0,0,0.648455435,62184,383,0.47306959
4607,0,1,30,1,1,0,0.648455435,62184,383,0.47306959
4608,1,0,1,1,1,1,1.0,1,1,1.0
4609,0,0,25,1,0,0,0.648455435,62184,383,0.47306959
4610,0,0,28,1,0,0,0.648455435,62184,383,0.47306959
4611,0,0,25,1,0,0,0.648455435,62184,383,0.47306959
4612,0,0,23,1,0,0,0.648455435,62184,383,0.47306959
4613,0,1,40,1,0,1,0.648455435,62184,383,0.47306959
4614,1,0,1,1,1,1,1.0,1,1,1.0
4615,0,0,22,1,0,0,0.648455435,62184,383,0.47306959
4616,0,0,22,1,0,1,0.648455435,62184,383,0.47306959
4617,1,0,1,1,1,1,1.0,1,1,1.0
4618,0,0,50,1,0,0,0.648455435,62184,383,0.47306959
4619,0,1,30,2,1,0,0.648455435,62184,383,0.47306959
4620,0,1,40,1,0,1,0.648455435,62184,383,0.47306959
4621,1,0,30,1,0,1,0.648455435,62184,383,0.47306959
4622,1,0,1,1,1,1,1.0,1,1,1.0
4623,0,1,55,1,0,1,0.648455435,62184,383,0.47306959
4624,0,0,30,1,0,0,0.648455435,62184,383,0.47306959
4625,0,0,50,1,1,0,0.648455435,62184,383,0.47306959
4626,0,0,19,2,0,0,0.648455435,62184,383,0.47306959
4627,0,0,19,1,0,0,0.648455435,62184,383,0.47306959
4628,0,1,50,1,0,1,0.648455435,62184,383,0.47306959
4629,0,0,19,1,1,0,0.648455435,62184,383,0.47306959
4630,1,0,1,1,1,1,1.0,1,1,1.0
4631,0,0,40,1,0,1,0.648455435,62184,383,0.47306959
4632,0,0,25,1,0,0,0.648455435,62184,383,0.47306959
4633,0,1,25,1,1,1,0.648455435,62184,383,0.47306959
4634,0,0,30,1,0,1,0.648455435,62184,383,0.47306959
4635,0,0,70,1,1,0,0.648455435,62184,383,0.47306959
4636,0,1,25,1,1,1,0.648455435,62184,383,0.47306959
4637,1,0,1,1,1,1,1.0,1,1,1.0
4638,0,0,24,1,1,0,0.648455435,62184,383,0.47306959
4639,0,1,55,1,0,1,0.648455435,62184,383,0.47306959
4640,0,0,25,1,0,0,0.648455435,62184,383,0.47306959
4641,0,0,25,1,1,0,0.648455435,62184,383,0.47306959
4642,0,1,45,1,1,0,0.648455435,62184,383,0.47306959
4643,0,0,47,2,1,0,0.648455435,62184,383,0.47306959
4644,0,0,35,1,1,0,0.648455435,62184,383,0.47306959
4645,1,0,1,1,1,1,1.0,1,1,1.0
4646,0,1,22,1,1,0,0.648455435,62184,383,0.47306959
4647,0,0,30,1,1,0,0.648455435,62184,383,0.47306959
4648,0,1,45,2,1,0,0.648455435,62184,383,0.47306959
4649,0,1,40,1,1,0,0.648455435,62184,383,0.47306959
4650,0,0,20,2,1,0,0.648455435,62184,383,0.47306959
4651,0,1,50,2,1,0,0.648455435,62184,383,0.47306959
4652,0,0,40,1,1,0,0.648455435,62184,383,0.47306959
4653,0,0,18,1,1,0,0.648455435,62184,383,0.47306959
4654,0,0,30,1,1,0,0.648455435,62184,383,0.47306959
4655,0,1,50,1,0,1,0.648455435,62184,383,0.47306959
4656,0,0,23,1,1,0,0.648455435,62184,383,0.47306959
4657,0,0,35,1,0,1,0.648455435,62184,383,0.47306959
4658,0,1,30,1,0,1,0.648455435,62184,383,0.47306959
4659,0,1,50,1,0,0,0.648455435,62184,383,0.47306959
4660,0,0,22,1,1,0,0.648455435,62184,383,0.47306959
4661,0,0,70,1,0,1,0.648455435,62184,383,0.47306959
4662,1,0,1,1,1,1,1.0,1,1,1.0
4663,0,0,35,2,1,0,0.648455435,62184,383,0.47306959
