,arrest,black,perceivedage,gender,trafficstop,raceperceivedpriortostop,tract_distancefromcal,tract_medianincome,tract_annualstops,tract_nonwhitecomp
2019,1,0,1,1,1,1,1.0,1,1,1.0
2020,0,1,50,1,0,1,0.649406352,44933,748,0.76798893
2021,0,1,34,1,0,0,0.649406352,44933,748,0.76798893
2022,0,1,40,1,0,0,0.649406352,44933,748,0.76798893
2023,0,1,35,1,0,1,0.649406352,44933,748,0.76798893
2024,0,1,70,1,0,1,0.649406352,44933,748,0.76798893
2025,0,1,45,1,0,1,0.649406352,44933,748,0.76798893
2026,0,1,25,1,0,1,0.649406352,44933,748,0.76798893
2027,0,0,37,1,1,0,0.649406352,44933,748,0.76798893
2028,0,0,20,1,1,0,0.649406352,44933,748,0.76798893
2029,0,0,35,1,0,1,0.649406352,44933,748,0.76798893
2030,0,0,40,1,0,0,0.649406352,44933,748,0.76798893
2031,0,1,50,1,0,1,0.649406352,44933,748,0.76798893
2032,0,0,30,1,0,0,0.649406352,44933,748,0.76798893
2033,0,1,50,1,0,1,0.649406352,44933,748,0.76798893
2034,0,1,50,1,1,0,0.649406352,44933,748,0.76798893
2035,0,1,35,1,0,1,0.649406352,44933,748,0.76798893
2036,0,1,40,1,0,1,0.649406352,44933,748,0.76798893
2037,0,1,50,2,1,0,0.649406352,44933,748,0.76798893
2038,0,1,65,2,0,1,0.649406352,44933,748,0.76798893
2039,0,1,25,1,0,0,0.649406352,44933,748,0.76798893
2040,0,1,35,1,0,1,0.649406352,44933,748,0.76798893
2041,1,0,1,1,1,1,1.0,1,1,1.0
2042,1,0,45,1,1,0,0.649406352,44933,748,0.76798893
2043,0,1,40,1,0,0,0.649406352,44933,748,0.76798893
2044,0,0,40,1,0,1,0.649406352,44933,748,0.76798893
2045,0,0,30,1,0,1,0.649406352,44933,748,0.76798893
2046,0,0,35,1,0,0,0.649406352,44933,748,0.76798893
2047,1,0,1,1,1,1,1.0,1,1,1.0
2048,0,0,70,2,0,1,0.649406352,44933,748,0.76798893
2049,1,0,1,1,1,1,1.0,1,1,1.0
2050,1,1,40,1,0,1,0.649406352,44933,748,0.76798893
2051,0,1,25,1,0,1,0.649406352,44933,748,0.76798893
2052,1,0,1,1,1,1,1.0,1,1,1.0
2053,1,0,40,1,0,1,0.649406352,44933,748,0.76798893
2054,1,0,55,1,0,0,0.649406352,44933,748,0.76798893
2055,0,0,30,1,0,0,0.649406352,44933,748,0.76798893
2056,1,0,1,1,1,1,1.0,1,1,1.0
2057,0,1,50,1,0,1,0.649406352,44933,748,0.76798893
2058,0,0,60,2,0,1,0.649406352,44933,748,0.76798893
2059,0,0,60,1,0,1,0.649406352,44933,748,0.76798893
2060,0,0,45,1,1,0,0.649406352,44933,748,0.76798893
2061,0,1,50,1,0,0,0.649406352,44933,748,0.76798893
2062,1,1,25,1,0,0,0.649406352,44933,748,0.76798893
2063,0,0,40,2,1,0,0.649406352,44933,748,0.76798893
2064,0,1,35,2,0,0,0.649406352,44933,748,0.76798893
2065,0,1,50,1,0,1,0.649406352,44933,748,0.76798893
2066,0,1,25,1,0,1,0.649406352,44933,748,0.76798893
2067,0,0,35,1,1,0,0.649406352,44933,748,0.76798893
2068,0,1,35,1,0,1,0.649406352,44933,748,0.76798893
2069,0,0,40,1,0,1,0.649406352,44933,748,0.76798893
2070,0,0,45,1,0,1,0.649406352,44933,748,0.76798893
2071,0,1,30,2,0,1,0.649406352,44933,748,0.76798893
2072,0,1,50,1,0,1,0.649406352,44933,748,0.76798893
2073,0,0,20,1,0,0,0.649406352,44933,748,0.76798893
2074,0,0,40,1,0,1,0.649406352,44933,748,0.76798893
2075,1,0,1,1,1,1,1.0,1,1,1.0
2076,1,0,1,1,1,1,1.0,1,1,1.0
2077,1,0,1,1,1,1,1.0,1,1,1.0
2078,0,0,30,1,0,1,0.649406352,44933,748,0.76798893
2079,0,0,30,1,0,0,0.649406352,44933,748,0.76798893
2080,1,0,20,1,0,1,0.649406352,44933,748,0.76798893
2082,0,1,25,1,0,1,0.649406352,44933,748,0.76798893
2083,0,0,20,1,0,0,0.649406352,44933,748,0.76798893
2084,0,0,19,2,1,0,0.649406352,44933,748,0.76798893
2085,0,0,26,1,1,1,0.649406352,44933,748,0.76798893
2086,0,1,25,2,0,1,0.649406352,44933,748,0.76798893
2087,0,0,45,1,1,0,0.649406352,44933,748,0.76798893
2088,0,1,40,2,1,0,0.649406352,44933,748,0.76798893
2089,0,1,50,1,0,1,0.649406352,44933,748,0.76798893
2090,1,0,1,1,1,1,1.0,1,1,1.0
2091,0,1,30,1,0,1,0.649406352,44933,748,0.76798893
2092,0,1,40,1,0,1,0.649406352,44933,748,0.76798893
2093,0,0,30,1,0,1,0.649406352,44933,748,0.76798893
2094,1,1,40,1,0,1,0.649406352,44933,748,0.76798893
2095,0,1,30,1,0,1,0.649406352,44933,748,0.76798893
2096,1,0,1,1,1,1,1.0,1,1,1.0
2097,1,0,30,1,0,1,0.649406352,44933,748,0.76798893
2098,1,0,20,2,0,1,0.649406352,44933,748,0.76798893
2099,0,0,20,1,0,1,0.649406352,44933,748,0.76798893
2100,0,1,25,1,0,1,0.649406352,44933,748,0.76798893
2101,0,1,65,2,0,0,0.649406352,44933,748,0.76798893
2102,1,1,45,1,0,1,0.649406352,44933,748,0.76798893
2103,0,1,30,2,0,1,0.649406352,44933,748,0.76798893
2104,1,0,24,1,0,1,0.649406352,44933,748,0.76798893
2105,0,0,21,1,1,1,0.649406352,44933,748,0.76798893
2106,0,0,30,1,0,1,0.649406352,44933,748,0.76798893
2107,0,0,60,1,0,1,0.649406352,44933,748,0.76798893
2108,0,0,30,2,0,1,0.649406352,44933,748,0.76798893
2109,0,0,50,1,1,0,0.649406352,44933,748,0.76798893
2110,0,1,50,2,1,0,0.649406352,44933,748,0.76798893
2111,0,1,30,1,0,1,0.649406352,44933,748,0.76798893
2112,0,1,55,1,0,1,0.649406352,44933,748,0.76798893
2113,0,0,50,1,1,0,0.649406352,44933,748,0.76798893
2114,0,0,30,2,1,0,0.649406352,44933,748,0.76798893
2115,0,0,30,1,1,0,0.649406352,44933,748,0.76798893
2116,0,0,30,1,0,1,0.649406352,44933,748,0.76798893
2117,0,0,50,1,1,0,0.649406352,44933,748,0.76798893
2118,0,0,20,1,1,0,0.649406352,44933,748,0.76798893
2119,0,0,70,2,1,0,0.649406352,44933,748,0.76798893
2120,0,0,21,1,1,0,0.649406352,44933,748,0.76798893
2121,0,0,20,2,1,0,0.649406352,44933,748,0.76798893
2122,0,0,50,1,1,1,0.649406352,44933,748,0.76798893
2123,0,0,50,1,1,0,0.649406352,44933,748,0.76798893
2124,0,0,30,1,1,1,0.649406352,44933,748,0.76798893
2125,0,1,35,1,1,0,0.649406352,44933,748,0.76798893
2126,0,0,40,1,1,1,0.649406352,44933,748,0.76798893
2127,0,0,30,2,1,1,0.649406352,44933,748,0.76798893
2128,1,0,1,1,1,1,1.0,1,1,1.0
2129,0,1,40,1,0,1,0.649406352,44933,748,0.76798893
2130,1,0,1,1,1,1,1.0,1,1,1.0
2131,1,1,50,1,0,0,0.649406352,44933,748,0.76798893
2132,0,0,50,2,0,1,0.649406352,44933,748,0.76798893
2133,1,0,35,1,0,0,0.649406352,44933,748,0.76798893
2134,0,0,30,1,0,0,0.649406352,44933,748,0.76798893
2135,0,1,60,1,1,0,0.649406352,44933,748,0.76798893
2136,0,1,21,1,1,0,0.649406352,44933,748,0.76798893
2137,0,0,55,1,0,1,0.649406352,44933,748,0.76798893
2138,0,0,25,1,1,1,0.649406352,44933,748,0.76798893
2139,0,0,18,2,1,0,0.649406352,44933,748,0.76798893
2140,0,0,35,1,0,1,0.649406352,44933,748,0.76798893
2141,0,1,70,2,0,1,0.649406352,44933,748,0.76798893
2142,0,0,60,2,1,1,0.649406352,44933,748,0.76798893
2143,0,1,25,2,1,0,0.649406352,44933,748,0.76798893
2144,1,0,1,1,1,1,1.0,1,1,1.0
2145,0,0,70,2,0,0,0.649406352,44933,748,0.76798893
2146,0,1,50,2,0,0,0.649406352,44933,748,0.76798893
2147,1,0,40,1,0,1,0.649406352,44933,748,0.76798893
2148,0,0,65,1,0,0,0.649406352,44933,748,0.76798893
2149,0,0,45,1,0,0,0.649406352,44933,748,0.76798893
2150,1,0,35,1,0,1,0.649406352,44933,748,0.76798893
2151,1,0,50,1,0,1,0.649406352,44933,748,0.76798893
2152,0,1,20,2,0,1,0.649406352,44933,748,0.76798893
2153,0,1,30,1,0,1,0.649406352,44933,748,0.76798893
2154,0,0,35,1,1,0,0.649406352,44933,748,0.76798893
2155,1,0,1,1,1,1,1.0,1,1,1.0
2156,0,1,60,1,1,1,0.649406352,44933,748,0.76798893
2157,0,1,50,2,1,0,0.649406352,44933,748,0.76798893
2158,0,0,60,2,0,1,0.649406352,44933,748,0.76798893
2159,0,0,50,1,0,1,0.649406352,44933,748,0.76798893
2160,0,0,35,2,1,0,0.649406352,44933,748,0.76798893
2161,0,0,46,2,1,0,0.649406352,44933,748,0.76798893
2162,0,1,40,1,0,1,0.649406352,44933,748,0.76798893
2163,1,0,1,1,1,1,1.0,1,1,1.0
2164,0,0,55,1,1,0,0.649406352,44933,748,0.76798893
2165,0,0,45,1,1,1,0.649406352,44933,748,0.76798893
2166,0,0,35,1,0,1,0.649406352,44933,748,0.76798893
2167,1,1,25,1,0,1,0.649406352,44933,748,0.76798893
2168,0,0,70,1,0,1,0.649406352,44933,748,0.76798893
2169,0,1,40,1,0,1,0.649406352,44933,748,0.76798893
2170,1,0,25,1,0,1,0.649406352,44933,748,0.76798893
2171,0,0,35,2,0,0,0.649406352,44933,748,0.76798893
2174,0,1,30,1,0,1,0.649406352,44933,748,0.76798893
2175,0,0,40,2,1,0,0.649406352,44933,748,0.76798893
2176,0,0,23,1,1,0,0.649406352,44933,748,0.76798893
2177,1,1,30,1,0,1,0.649406352,44933,748,0.76798893
2178,1,1,50,1,0,1,0.649406352,44933,748,0.76798893
2179,0,0,60,1,0,1,0.649406352,44933,748,0.76798893
2180,1,0,35,1,0,1,0.649406352,44933,748,0.76798893
2181,0,0,17,2,1,0,0.649406352,44933,748,0.76798893
2182,0,0,25,1,0,0,0.649406352,44933,748,0.76798893
2183,0,0,40,2,1,0,0.649406352,44933,748,0.76798893
2184,0,1,25,1,0,0,0.649406352,44933,748,0.76798893
2185,0,0,25,1,0,0,0.649406352,44933,748,0.76798893
2186,0,1,29,1,1,0,0.649406352,44933,748,0.76798893
2187,1,0,1,1,1,1,1.0,1,1,1.0
2188,0,1,28,1,0,1,0.649406352,44933,748,0.76798893
2189,1,1,60,1,0,1,0.649406352,44933,748,0.76798893
2190,0,0,40,1,0,1,0.649406352,44933,748,0.76798893
2191,0,0,35,1,1,0,0.649406352,44933,748,0.76798893
2192,0,1,60,1,0,1,0.649406352,44933,748,0.76798893
2193,0,0,60,1,0,1,0.649406352,44933,748,0.76798893
2194,0,0,50,1,1,0,0.649406352,44933,748,0.76798893
2195,0,0,30,1,0,1,0.649406352,44933,748,0.76798893
2196,0,0,55,1,0,0,0.649406352,44933,748,0.76798893
2197,0,0,40,1,1,0,0.649406352,44933,748,0.76798893
2198,0,0,45,1,0,1,0.649406352,44933,748,0.76798893
2199,0,0,50,1,0,1,0.649406352,44933,748,0.76798893
2200,0,0,40,1,0,1,0.649406352,44933,748,0.76798893
2201,0,0,70,2,1,0,0.649406352,44933,748,0.76798893
2202,1,1,35,1,0,1,0.649406352,44933,748,0.76798893
2203,0,1,30,1,0,1,0.649406352,44933,748,0.76798893
2204,0,1,70,1,0,1,0.649406352,44933,748,0.76798893
2205,0,0,50,1,0,1,0.649406352,44933,748,0.76798893
2206,1,0,1,1,1,1,1.0,1,1,1.0
2207,0,1,60,1,0,1,0.649406352,44933,748,0.76798893
2208,1,0,1,1,1,1,1.0,1,1,1.0
2209,1,0,1,1,1,1,1.0,1,1,1.0
2210,0,1,45,2,1,0,0.649406352,44933,748,0.76798893
2211,1,1,20,1,0,1,0.649406352,44933,748,0.76798893
2212,0,0,50,2,1,0,0.649406352,44933,748,0.76798893
2213,1,0,35,1,0,1,0.649406352,44933,748,0.76798893
2214,1,0,1,1,1,1,1.0,1,1,1.0
2215,1,1,60,1,0,0,0.649406352,44933,748,0.76798893
2216,0,0,50,1,0,1,0.649406352,44933,748,0.76798893
2217,1,0,33,1,0,1,0.649406352,44933,748,0.76798893
2218,1,1,25,1,0,1,0.649406352,44933,748,0.76798893
2219,0,0,25,1,0,1,0.649406352,44933,748,0.76798893
2220,1,0,1,1,1,1,1.0,1,1,1.0
2221,0,1,50,1,0,1,0.649406352,44933,748,0.76798893
2222,0,1,30,1,0,1,0.649406352,44933,748,0.76798893
2223,0,1,50,1,0,1,0.649406352,44933,748,0.76798893
2224,0,0,22,2,1,0,0.649406352,44933,748,0.76798893
2225,0,0,50,2,1,1,0.649406352,44933,748,0.76798893
2226,0,1,55,1,0,0,0.649406352,44933,748,0.76798893
2227,1,0,30,1,0,1,0.649406352,44933,748,0.76798893
2228,1,0,1,1,1,1,1.0,1,1,1.0
2229,0,1,25,1,0,0,0.649406352,44933,748,0.76798893
2230,0,1,35,1,0,1,0.649406352,44933,748,0.76798893
2231,1,0,50,1,0,1,0.649406352,44933,748,0.76798893
2232,0,0,60,1,0,1,0.649406352,44933,748,0.76798893
2233,0,0,40,2,1,1,0.649406352,44933,748,0.76798893
2234,1,0,65,1,0,1,0.649406352,44933,748,0.76798893
2235,0,0,20,2,1,1,0.649406352,44933,748,0.76798893
2236,1,0,50,1,0,0,0.649406352,44933,748,0.76798893
2237,0,1,20,1,1,0,0.649406352,44933,748,0.76798893
2238,0,1,50,1,0,1,0.649406352,44933,748,0.76798893
2239,0,0,55,1,0,1,0.649406352,44933,748,0.76798893
2240,0,0,70,1,0,1,0.649406352,44933,748,0.76798893
2241,1,0,1,1,1,1,1.0,1,1,1.0
2242,0,0,30,2,0,1,0.649406352,44933,748,0.76798893
2243,0,1,40,1,0,0,0.649406352,44933,748,0.76798893
2244,1,1,30,1,0,1,0.649406352,44933,748,0.76798893
2245,0,0,30,1,0,1,0.649406352,44933,748,0.76798893
2246,1,0,1,1,1,1,1.0,1,1,1.0
2247,0,0,30,1,1,1,0.649406352,44933,748,0.76798893
2248,0,0,50,1,0,1,0.649406352,44933,748,0.76798893
2249,0,0,24,2,1,0,0.649406352,44933,748,0.76798893
2250,0,1,30,2,0,1,0.649406352,44933,748,0.76798893
2251,0,0,20,1,1,1,0.649406352,44933,748,0.76798893
2252,0,0,40,1,0,1,0.649406352,44933,748,0.76798893
2253,0,0,40,2,1,0,0.649406352,44933,748,0.76798893
2254,1,0,1,1,1,1,1.0,1,1,1.0
2255,1,0,35,1,0,1,0.649406352,44933,748,0.76798893
2256,0,0,21,1,1,0,0.649406352,44933,748,0.76798893
2257,0,0,60,2,0,1,0.649406352,44933,748,0.76798893
2258,0,0,65,1,0,1,0.649406352,44933,748,0.76798893
2259,1,1,50,2,0,1,0.649406352,44933,748,0.76798893
2260,1,0,1,1,1,1,1.0,1,1,1.0
2261,0,0,45,1,1,0,0.649406352,44933,748,0.76798893
2262,0,0,50,1,1,1,0.649406352,44933,748,0.76798893
2263,0,0,55,2,1,1,0.649406352,44933,748,0.76798893
2264,0,0,65,1,0,1,0.649406352,44933,748,0.76798893
2265,0,1,50,2,1,0,0.649406352,44933,748,0.76798893
2266,0,1,30,2,0,0,0.649406352,44933,748,0.76798893
2267,0,0,40,2,1,0,0.649406352,44933,748,0.76798893
2268,0,1,50,1,0,1,0.649406352,44933,748,0.76798893
2269,1,0,25,2,0,1,0.649406352,44933,748,0.76798893
2270,1,0,1,1,1,1,1.0,1,1,1.0
2271,0,1,55,2,0,1,0.649406352,44933,748,0.76798893
2272,0,1,45,1,0,0,0.649406352,44933,748,0.76798893
2273,1,0,1,1,1,1,1.0,1,1,1.0
2274,0,1,25,1,1,0,0.649406352,44933,748,0.76798893
2275,0,0,25,1,1,0,0.649406352,44933,748,0.76798893
2276,0,1,40,1,0,1,0.649406352,44933,748,0.76798893
2277,0,0,40,1,0,1,0.649406352,44933,748,0.76798893
2278,0,1,60,1,1,0,0.649406352,44933,748,0.76798893
2279,1,1,90,1,0,1,0.649406352,44933,748,0.76798893
2280,0,1,35,1,0,1,0.649406352,44933,748,0.76798893
2281,0,1,40,1,0,1,0.649406352,44933,748,0.76798893
2282,0,0,30,1,0,1,0.649406352,44933,748,0.76798893
2283,0,1,35,1,0,1,0.649406352,44933,748,0.76798893
2284,0,0,40,2,0,1,0.649406352,44933,748,0.76798893
2285,1,0,1,1,1,1,1.0,1,1,1.0
2286,1,0,1,1,1,1,1.0,1,1,1.0
2287,0,1,50,1,0,1,0.649406352,44933,748,0.76798893
2288,0,0,35,2,1,1,0.649406352,44933,748,0.76798893
2289,1,1,60,1,0,1,0.649406352,44933,748,0.76798893
2290,0,1,35,1,0,1,0.649406352,44933,748,0.76798893
2291,0,1,40,1,1,0,0.649406352,44933,748,0.76798893
2292,1,0,45,1,0,1,0.649406352,44933,748,0.76798893
2293,0,1,70,1,0,1,0.649406352,44933,748,0.76798893
2294,1,0,1,1,1,1,1.0,1,1,1.0
2295,0,0,50,1,0,1,0.649406352,44933,748,0.76798893
2296,0,0,50,1,1,0,0.649406352,44933,748,0.76798893
2297,0,0,40,1,1,0,0.649406352,44933,748,0.76798893
2298,0,0,40,1,0,1,0.649406352,44933,748,0.76798893
2299,0,0,30,1,1,1,0.649406352,44933,748,0.76798893
2300,0,0,25,1,1,0,0.649406352,44933,748,0.76798893
2301,0,0,35,1,1,0,0.649406352,44933,748,0.76798893
2302,0,1,21,1,1,0,0.649406352,44933,748,0.76798893
2303,0,0,60,2,0,1,0.649406352,44933,748,0.76798893
2304,0,1,50,2,1,0,0.649406352,44933,748,0.76798893
2305,1,0,40,2,0,1,0.649406352,44933,748,0.76798893
2306,0,1,60,1,0,1,0.649406352,44933,748,0.76798893
2307,0,1,35,1,0,1,0.649406352,44933,748,0.76798893
2308,0,0,55,1,0,1,0.649406352,44933,748,0.76798893
2309,0,1,35,1,0,1,0.649406352,44933,748,0.76798893
2310,1,1,30,1,0,1,0.649406352,44933,748,0.76798893
2311,0,0,40,1,0,1,0.649406352,44933,748,0.76798893
2312,0,1,39,1,0,0,0.649406352,44933,748,0.76798893
2313,1,1,50,1,0,1,0.649406352,44933,748,0.76798893
2314,1,1,30,1,0,1,0.649406352,44933,748,0.76798893
2315,0,0,65,1,0,1,0.649406352,44933,748,0.76798893
2316,0,0,30,1,0,1,0.649406352,44933,748,0.76798893
2317,0,1,35,1,0,1,0.649406352,44933,748,0.76798893
2318,0,1,40,2,0,1,0.649406352,44933,748,0.76798893
2319,0,1,30,1,0,1,0.649406352,44933,748,0.76798893
2320,1,0,1,1,1,1,1.0,1,1,1.0
2321,0,1,35,1,1,0,0.649406352,44933,748,0.76798893
2322,1,1,30,1,0,1,0.649406352,44933,748,0.76798893
2323,0,1,55,1,0,1,0.649406352,44933,748,0.76798893
2324,1,0,50,1,0,1,0.649406352,44933,748,0.76798893
2325,0,1,45,1,0,1,0.649406352,44933,748,0.76798893
2326,0,1,24,1,1,1,0.649406352,44933,748,0.76798893
2327,1,0,1,1,1,1,1.0,1,1,1.0
2328,1,1,40,1,0,1,0.649406352,44933,748,0.76798893
2329,0,1,25,1,1,0,0.649406352,44933,748,0.76798893
2330,1,1,40,1,0,0,0.649406352,44933,748,0.76798893
2331,0,0,25,1,1,0,0.649406352,44933,748,0.76798893
2332,0,0,30,1,0,1,0.649406352,44933,748,0.76798893
2333,1,1,30,1,1,1,0.649406352,44933,748,0.76798893
2334,0,0,25,1,0,0,0.649406352,44933,748,0.76798893
2335,0,0,26,1,0,0,0.649406352,44933,748,0.76798893
2336,1,0,55,1,0,1,0.649406352,44933,748,0.76798893
2337,0,0,40,1,0,1,0.649406352,44933,748,0.76798893
2338,1,0,1,1,1,1,1.0,1,1,1.0
2339,1,1,25,1,0,1,0.649406352,44933,748,0.76798893
2340,0,0,50,1,1,0,0.649406352,44933,748,0.76798893
2341,0,0,22,1,1,0,0.649406352,44933,748,0.76798893
2342,0,1,60,1,1,0,0.649406352,44933,748,0.76798893
2343,0,0,27,2,1,0,0.649406352,44933,748,0.76798893
2344,0,0,30,1,1,0,0.649406352,44933,748,0.76798893
2345,0,1,22,1,0,1,0.649406352,44933,748,0.76798893
2346,1,0,1,1,1,1,1.0,1,1,1.0
2347,0,0,50,2,1,0,0.649406352,44933,748,0.76798893
2348,0,1,22,1,0,1,0.649406352,44933,748,0.76798893
2349,0,0,25,1,0,1,0.649406352,44933,748,0.76798893
2350,0,0,30,1,0,0,0.649406352,44933,748,0.76798893
2351,1,0,1,1,1,1,1.0,1,1,1.0
2352,0,0,20,1,1,1,0.649406352,44933,748,0.76798893
2353,0,1,25,1,0,1,0.649406352,44933,748,0.76798893
2354,0,0,60,1,0,1,0.649406352,44933,748,0.76798893
2355,0,1,30,2,0,1,0.649406352,44933,748,0.76798893
2356,0,1,38,2,0,1,0.649406352,44933,748,0.76798893
2357,0,1,19,2,0,1,0.649406352,44933,748,0.76798893
2358,0,1,20,2,0,1,0.649406352,44933,748,0.76798893
2359,1,1,28,1,0,1,0.649406352,44933,748,0.76798893
2360,0,0,40,1,1,0,0.649406352,44933,748,0.76798893
2361,0,1,50,1,0,1,0.649406352,44933,748,0.76798893
2362,0,0,50,1,0,0,0.649406352,44933,748,0.76798893
2363,1,1,30,1,0,0,0.649406352,44933,748,0.76798893
2364,0,0,22,1,1,1,0.649406352,44933,748,0.76798893
2365,1,0,1,1,1,1,1.0,1,1,1.0
2366,0,0,35,2,1,0,0.649406352,44933,748,0.76798893
2367,0,1,16,1,1,0,0.649406352,44933,748,0.76798893
2368,0,1,16,1,1,0,0.649406352,44933,748,0.76798893
2369,0,1,16,1,1,0,0.649406352,44933,748,0.76798893
2370,0,0,35,1,1,0,0.649406352,44933,748,0.76798893
2371,0,0,25,1,1,0,0.649406352,44933,748,0.76798893
2372,0,0,35,2,1,0,0.649406352,44933,748,0.76798893
2373,1,0,1,1,1,1,1.0,1,1,1.0
2374,0,1,45,1,0,1,0.649406352,44933,748,0.76798893
2375,1,0,30,2,0,1,0.649406352,44933,748,0.76798893
2376,0,0,21,1,1,0,0.649406352,44933,748,0.76798893
2377,0,0,50,2,1,0,0.649406352,44933,748,0.76798893
2378,0,0,50,2,1,0,0.649406352,44933,748,0.76798893
2379,0,0,45,2,1,0,0.649406352,44933,748,0.76798893
2380,0,0,35,1,1,0,0.649406352,44933,748,0.76798893
2381,0,0,20,2,1,0,0.649406352,44933,748,0.76798893
2382,0,0,20,2,1,0,0.649406352,44933,748,0.76798893
2383,0,1,25,1,0,1,0.649406352,44933,748,0.76798893
2384,0,0,50,1,0,1,0.649406352,44933,748,0.76798893
2385,0,1,22,1,1,0,0.649406352,44933,748,0.76798893
2386,0,0,25,1,0,1,0.649406352,44933,748,0.76798893
2387,0,1,30,1,1,0,0.649406352,44933,748,0.76798893
2388,1,0,1,1,1,1,1.0,1,1,1.0
2389,1,1,30,1,0,1,0.649406352,44933,748,0.76798893
2390,0,0,40,1,1,0,0.649406352,44933,748,0.76798893
2391,0,0,25,2,1,0,0.649406352,44933,748,0.76798893
2392,0,0,20,2,1,1,0.649406352,44933,748,0.76798893
2393,0,0,40,1,0,1,0.649406352,44933,748,0.76798893
2394,0,1,25,1,1,0,0.649406352,44933,748,0.76798893
2395,0,0,45,1,0,1,0.649406352,44933,748,0.76798893
2396,0,0,40,1,0,1,0.649406352,44933,748,0.76798893
2397,0,1,25,1,0,1,0.649406352,44933,748,0.76798893
2398,0,0,30,1,0,1,0.649406352,44933,748,0.76798893
2399,0,0,18,2,1,0,0.649406352,44933,748,0.76798893
2400,0,0,18,2,1,0,0.649406352,44933,748,0.76798893
2401,0,1,20,2,1,1,0.649406352,44933,748,0.76798893
2402,0,1,20,1,0,1,0.649406352,44933,748,0.76798893
2403,0,1,20,2,0,1,0.649406352,44933,748,0.76798893
2404,0,1,36,2,0,1,0.649406352,44933,748,0.76798893
2405,1,0,60,2,0,1,0.649406352,44933,748,0.76798893
2406,1,1,50,1,0,1,0.649406352,44933,748,0.76798893
2407,0,1,35,1,0,1,0.649406352,44933,748,0.76798893
2408,0,1,25,1,0,1,0.649406352,44933,748,0.76798893
2410,0,0,28,1,0,0,0.649406352,44933,748,0.76798893
2411,0,1,40,1,0,1,0.649406352,44933,748,0.76798893
2412,0,0,45,1,0,1,0.649406352,44933,748,0.76798893
2413,0,1,60,1,0,1,0.649406352,44933,748,0.76798893
2414,0,0,50,1,1,0,0.649406352,44933,748,0.76798893
2415,0,1,35,2,0,1,0.649406352,44933,748,0.76798893
2416,0,0,30,1,0,1,0.649406352,44933,748,0.76798893
2417,0,0,50,2,0,1,0.649406352,44933,748,0.76798893
2418,0,0,60,1,0,1,0.649406352,44933,748,0.76798893
2419,1,0,1,1,1,1,1.0,1,1,1.0
2420,1,1,40,1,0,1,0.649406352,44933,748,0.76798893
2421,0,0,16,2,0,1,0.649406352,44933,748,0.76798893
2422,1,0,45,1,0,1,0.649406352,44933,748,0.76798893
2423,0,0,60,1,0,1,0.649406352,44933,748,0.76798893
2424,0,0,25,1,0,1,0.649406352,44933,748,0.76798893
2425,0,0,30,1,0,1,0.649406352,44933,748,0.76798893
2426,0,0,30,1,0,0,0.649406352,44933,748,0.76798893
2427,0,0,60,1,1,0,0.649406352,44933,748,0.76798893
2428,0,1,30,1,1,0,0.649406352,44933,748,0.76798893
2429,0,1,30,1,0,1,0.649406352,44933,748,0.76798893
2430,1,0,1,1,1,1,1.0,1,1,1.0
2431,0,0,50,2,1,0,0.649406352,44933,748,0.76798893
2432,1,1,65,1,0,1,0.649406352,44933,748,0.76798893
2433,0,1,50,1,0,1,0.649406352,44933,748,0.76798893
2434,0,1,22,1,0,1,0.649406352,44933,748,0.76798893
2435,0,1,45,1,0,1,0.649406352,44933,748,0.76798893
2436,1,0,23,2,0,1,0.649406352,44933,748,0.76798893
2437,1,0,30,1,0,1,0.649406352,44933,748,0.76798893
2438,1,1,40,1,0,1,0.649406352,44933,748,0.76798893
2439,0,0,50,1,0,1,0.649406352,44933,748,0.76798893
2440,0,0,30,1,0,1,0.649406352,44933,748,0.76798893
2441,0,0,20,1,1,0,0.649406352,44933,748,0.76798893
2442,0,1,25,1,0,1,0.649406352,44933,748,0.76798893
2443,0,0,21,1,0,1,0.649406352,44933,748,0.76798893
2444,0,0,40,2,1,0,0.649406352,44933,748,0.76798893
2445,0,1,55,2,0,1,0.649406352,44933,748,0.76798893
2446,0,1,75,1,0,1,0.649406352,44933,748,0.76798893
2447,0,1,35,1,0,1,0.649406352,44933,748,0.76798893
2448,0,1,40,2,1,0,0.649406352,44933,748,0.76798893
2449,1,1,55,1,0,1,0.649406352,44933,748,0.76798893
2450,1,1,40,1,0,1,0.649406352,44933,748,0.76798893
2451,0,1,25,1,0,1,0.649406352,44933,748,0.76798893
2452,0,1,35,1,0,1,0.649406352,44933,748,0.76798893
2453,0,0,50,1,1,0,0.649406352,44933,748,0.76798893
2454,0,0,45,1,0,1,0.649406352,44933,748,0.76798893
2455,0,0,25,1,1,0,0.649406352,44933,748,0.76798893
2456,0,0,25,1,1,0,0.649406352,44933,748,0.76798893
2457,0,0,40,1,0,1,0.649406352,44933,748,0.76798893
2458,0,1,50,1,0,1,0.649406352,44933,748,0.76798893
2459,0,0,40,1,0,1,0.649406352,44933,748,0.76798893
2460,0,0,40,1,0,1,0.649406352,44933,748,0.76798893
2461,1,0,50,1,0,0,0.649406352,44933,748,0.76798893
2462,0,0,45,1,1,0,0.649406352,44933,748,0.76798893
2463,0,0,50,1,1,0,0.649406352,44933,748,0.76798893
