,durationofstop,raceperceivedpriortostop,gender,perceivedage,tract_medianincome,tract_totalpop,tract_whitepop,tract_nonwhitecomp,tract_poccomp,tract_nonwhitepop,tract_pocpop,tract_aapop,tract_na_aipop,tract_aisianpop,tract_hawaiian,tract_mixed2,tract_totalnumstops,tract_annualstops,tract_distancefromcal,black,white,asian,hispanic,bipoc,report_risk_groups,arrest,trafficstop,longstop
2525,15,1,1,40,44933,4336,1006,0.76798893,0.043819188,1561,190,25,0,1371,106,59,5985,748,0.649406352,0,1,0,0,0,0,1,0,0
2526,30,1,1,35,44933,4336,1006,0.76798893,0.043819188,1561,190,25,0,1371,106,59,5985,748,0.649406352,0,1,0,0,0,0,0,0,1
2527,5,1,1,24,44933,4336,1006,0.76798893,0.043819188,1561,190,25,0,1371,106,59,5985,748,0.649406352,1,0,0,0,1,1,0,1,0
2528,5,0,2,30,44933,4336,1006,0.76798893,0.043819188,1561,190,25,0,1371,106,59,5985,748,0.649406352,1,0,0,0,1,1,0,1,0
2529,25,1,1,15,44933,4336,1006,0.76798893,0.043819188,1561,190,25,0,1371,106,59,5985,748,0.649406352,0,1,0,0,0,0,0,0,1
2530,30,1,1,30,44933,4336,1006,0.76798893,0.043819188,1561,190,25,0,1371,106,59,5985,748,0.649406352,1,0,0,0,1,1,1,0,1
2531,9,1,1,40,44933,4336,1006,0.76798893,0.043819188,1561,190,25,0,1371,106,59,5985,748,0.649406352,0,1,0,0,0,0,0,0,0
2532,15,1,1,24,44933,4336,1006,0.76798893,0.043819188,1561,190,25,0,1371,106,59,5985,748,0.649406352,1,0,0,0,1,1,1,0,0
2533,14,1,1,60,44933,4336,1006,0.76798893,0.043819188,1561,190,25,0,1371,106,59,5985,748,0.649406352,0,1,0,0,0,0,0,0,0
2534,9,1,1,50,44933,4336,1006,0.76798893,0.043819188,1561,190,25,0,1371,106,59,5985,748,0.649406352,1,0,0,0,1,1,0,0,0
2535,3,1,1,65,44933,4336,1006,0.76798893,0.043819188,1561,190,25,0,1371,106,59,5985,748,0.649406352,0,1,0,0,0,0,0,0,0
2536,7,1,1,30,44933,4336,1006,0.76798893,0.043819188,1561,190,25,0,1371,106,59,5985,748,0.649406352,0,1,0,0,0,0,0,0,0
2537,15,1,1,30,44933,4336,1006,0.76798893,0.043819188,1561,190,25,0,1371,106,59,5985,748,0.649406352,1,0,0,0,1,1,0,0,0
2538,4,0,1,60,44933,4336,1006,0.76798893,0.043819188,1561,190,25,0,1371,106,59,5985,748,0.649406352,1,0,0,0,1,1,0,1,0
2539,3,1,1,60,44933,4336,1006,0.76798893,0.043819188,1561,190,25,0,1371,106,59,5985,748,0.649406352,1,0,0,0,1,1,0,1,0
2540,10,0,1,40,44933,4336,1006,0.76798893,0.043819188,1561,190,25,0,1371,106,59,5985,748,0.649406352,0,0,1,0,1,0,0,1,0
2541,15,0,1,22,44933,4336,1006,0.76798893,0.043819188,1561,190,25,0,1371,106,59,5985,748,0.649406352,0,0,0,1,1,1,0,1,0
2542,25,0,1,40,44933,4336,1006,0.76798893,0.043819188,1561,190,25,0,1371,106,59,5985,748,0.649406352,0,0,0,1,1,1,1,0,1
2543,5,1,1,40,44933,4336,1006,0.76798893,0.043819188,1561,190,25,0,1371,106,59,5985,748,0.649406352,0,1,0,0,0,0,0,0,0
2544,10,1,2,50,44933,4336,1006,0.76798893,0.043819188,1561,190,25,0,1371,106,59,5985,748,0.649406352,0,1,0,0,0,0,0,0,0
2545,10,1,1,35,44933,4336,1006,0.76798893,0.043819188,1561,190,25,0,1371,106,59,5985,748,0.649406352,1,0,0,0,1,1,0,0,0
2546,3,0,1,36,44933,4336,1006,0.76798893,0.043819188,1561,190,25,0,1371,106,59,5985,748,0.649406352,1,0,0,0,1,1,0,0,0
2547,5,1,2,45,44933,4336,1006,0.76798893,0.043819188,1561,190,25,0,1371,106,59,5985,748,0.649406352,0,1,0,0,0,0,0,0,0
2548,25,1,1,36,44933,4336,1006,0.76798893,0.043819188,1561,190,25,0,1371,106,59,5985,748,0.649406352,1,0,0,0,1,1,0,0,1
2549,1,1,1,1,1,1,1,1.0,1.0,1,1,1,1,1,1,1,1,1,1.0,0,0,0,0,1,1,1,1,0
2550,16,1,1,27,44933,4336,1006,0.76798893,0.043819188,1561,190,25,0,1371,106,59,5985,748,0.649406352,0,0,1,0,1,0,0,0,1
2551,30,1,1,40,44933,4336,1006,0.76798893,0.043819188,1561,190,25,0,1371,106,59,5985,748,0.649406352,0,1,0,0,0,0,0,0,1
2552,6,0,1,20,44933,4336,1006,0.76798893,0.043819188,1561,190,25,0,1371,106,59,5985,748,0.649406352,0,0,1,0,1,0,0,1,0
2553,12,0,1,36,44933,4336,1006,0.76798893,0.043819188,1561,190,25,0,1371,106,59,5985,748,0.649406352,1,0,0,0,1,1,0,1,0
2554,20,1,1,30,44933,4336,1006,0.76798893,0.043819188,1561,190,25,0,1371,106,59,5985,748,0.649406352,1,0,0,0,1,1,1,0,1
2555,25,1,1,50,44933,4336,1006,0.76798893,0.043819188,1561,190,25,0,1371,106,59,5985,748,0.649406352,0,1,0,0,0,0,0,0,1
2556,15,1,1,45,44933,4336,1006,0.76798893,0.043819188,1561,190,25,0,1371,106,59,5985,748,0.649406352,1,0,0,0,1,1,1,0,0
2557,20,1,1,45,44933,4336,1006,0.76798893,0.043819188,1561,190,25,0,1371,106,59,5985,748,0.649406352,0,0,0,1,1,1,1,0,1
2558,10,1,2,65,44933,4336,1006,0.76798893,0.043819188,1561,190,25,0,1371,106,59,5985,748,0.649406352,0,1,0,0,0,0,0,0,0
2559,8,1,1,70,44933,4336,1006,0.76798893,0.043819188,1561,190,25,0,1371,106,59,5985,748,0.649406352,0,1,0,0,0,0,0,0,0
2560,30,1,1,30,44933,4336,1006,0.76798893,0.043819188,1561,190,25,0,1371,106,59,5985,748,0.649406352,0,0,0,1,1,1,0,0,1
2561,45,1,2,35,44933,4336,1006,0.76798893,0.043819188,1561,190,25,0,1371,106,59,5985,748,0.649406352,0,1,0,0,0,0,1,0,1
2562,35,1,1,30,44933,4336,1006,0.76798893,0.043819188,1561,190,25,0,1371,106,59,5985,748,0.649406352,0,1,0,0,0,0,0,0,1
2563,10,0,1,20,44933,4336,1006,0.76798893,0.043819188,1561,190,25,0,1371,106,59,5985,748,0.649406352,1,0,0,0,1,1,0,0,0
2564,5,1,1,40,44933,4336,1006,0.76798893,0.043819188,1561,190,25,0,1371,106,59,5985,748,0.649406352,1,0,0,0,1,1,0,0,0
2565,1,1,1,1,1,1,1,1.0,1.0,1,1,1,1,1,1,1,1,1,1.0,0,0,0,0,1,1,1,1,0
2566,5,1,2,35,44933,4336,1006,0.76798893,0.043819188,1561,190,25,0,1371,106,59,5985,748,0.649406352,1,0,0,0,1,1,0,0,0
2567,60,0,1,30,44933,4336,1006,0.76798893,0.043819188,1561,190,25,0,1371,106,59,5985,748,0.649406352,1,0,0,0,1,1,0,1,1
2568,1,1,1,1,1,1,1,1.0,1.0,1,1,1,1,1,1,1,1,1,1.0,0,0,0,0,1,1,1,1,0
2569,60,1,1,45,44933,4336,1006,0.76798893,0.043819188,1561,190,25,0,1371,106,59,5985,748,0.649406352,1,0,0,0,1,1,1,0,1
2570,24,1,1,25,44933,4336,1006,0.76798893,0.043819188,1561,190,25,0,1371,106,59,5985,748,0.649406352,0,1,0,0,0,0,0,0,1
2571,15,0,2,18,44933,4336,1006,0.76798893,0.043819188,1561,190,25,0,1371,106,59,5985,748,0.649406352,0,1,0,0,0,0,0,1,0
2572,10,0,1,21,44933,4336,1006,0.76798893,0.043819188,1561,190,25,0,1371,106,59,5985,748,0.649406352,0,0,0,1,1,1,0,1,0
2573,5,1,1,55,44933,4336,1006,0.76798893,0.043819188,1561,190,25,0,1371,106,59,5985,748,0.649406352,1,0,0,0,1,1,0,0,0
2574,10,0,2,35,44933,4336,1006,0.76798893,0.043819188,1561,190,25,0,1371,106,59,5985,748,0.649406352,0,1,0,0,0,0,0,1,0
2575,18,1,1,60,44933,4336,1006,0.76798893,0.043819188,1561,190,25,0,1371,106,59,5985,748,0.649406352,0,1,0,0,0,0,1,0,1
2576,14,0,1,50,44933,4336,1006,0.76798893,0.043819188,1561,190,25,0,1371,106,59,5985,748,0.649406352,1,0,0,0,1,1,0,1,0
2577,14,0,1,22,44933,4336,1006,0.76798893,0.043819188,1561,190,25,0,1371,106,59,5985,748,0.649406352,0,0,0,1,1,1,0,1,0
2578,5,0,1,35,44933,4336,1006,0.76798893,0.043819188,1561,190,25,0,1371,106,59,5985,748,0.649406352,0,1,0,0,0,0,0,1,0
2579,15,1,1,30,44933,4336,1006,0.76798893,0.043819188,1561,190,25,0,1371,106,59,5985,748,0.649406352,0,0,1,0,1,0,0,1,0
2580,30,1,1,50,44933,4336,1006,0.76798893,0.043819188,1561,190,25,0,1371,106,59,5985,748,0.649406352,0,1,0,0,0,0,0,0,1
2581,30,0,2,26,44933,4336,1006,0.76798893,0.043819188,1561,190,25,0,1371,106,59,5985,748,0.649406352,0,0,0,1,1,1,0,0,1
2582,30,0,2,26,44933,4336,1006,0.76798893,0.043819188,1561,190,25,0,1371,106,59,5985,748,0.649406352,0,0,0,1,1,1,0,0,1
2583,10,0,1,40,44933,4336,1006,0.76798893,0.043819188,1561,190,25,0,1371,106,59,5985,748,0.649406352,0,1,0,0,0,0,0,1,0
2584,15,1,1,30,44933,4336,1006,0.76798893,0.043819188,1561,190,25,0,1371,106,59,5985,748,0.649406352,0,1,0,0,0,0,0,0,0
2585,15,1,2,30,44933,4336,1006,0.76798893,0.043819188,1561,190,25,0,1371,106,59,5985,748,0.649406352,0,1,0,0,0,0,1,0,0
2586,10,1,1,55,44933,4336,1006,0.76798893,0.043819188,1561,190,25,0,1371,106,59,5985,748,0.649406352,1,0,0,0,1,1,0,0,0
2587,65,1,1,45,44933,4336,1006,0.76798893,0.043819188,1561,190,25,0,1371,106,59,5985,748,0.649406352,1,0,0,0,1,1,0,0,1
2588,1,1,1,1,1,1,1,1.0,1.0,1,1,1,1,1,1,1,1,1,1.0,0,0,0,0,1,1,1,1,0
2589,4,0,1,30,44933,4336,1006,0.76798893,0.043819188,1561,190,25,0,1371,106,59,5985,748,0.649406352,0,0,1,0,1,0,0,1,0
2590,5,0,1,21,44933,4336,1006,0.76798893,0.043819188,1561,190,25,0,1371,106,59,5985,748,0.649406352,0,0,0,1,1,1,0,1,0
2591,5,0,1,20,44933,4336,1006,0.76798893,0.043819188,1561,190,25,0,1371,106,59,5985,748,0.649406352,1,0,0,0,1,1,0,1,0
2592,6,0,1,36,44933,4336,1006,0.76798893,0.043819188,1561,190,25,0,1371,106,59,5985,748,0.649406352,0,0,0,1,1,1,0,1,0
2593,20,1,1,20,44933,4336,1006,0.76798893,0.043819188,1561,190,25,0,1371,106,59,5985,748,0.649406352,0,0,0,1,1,1,0,1,1
2594,24,1,1,45,44933,4336,1006,0.76798893,0.043819188,1561,190,25,0,1371,106,59,5985,748,0.649406352,1,0,0,0,1,1,1,0,1
2595,1,1,1,1,1,1,1,1.0,1.0,1,1,1,1,1,1,1,1,1,1.0,0,0,0,0,1,1,1,1,0
2596,20,0,1,35,44933,4336,1006,0.76798893,0.043819188,1561,190,25,0,1371,106,59,5985,748,0.649406352,0,0,0,1,1,1,0,1,1
2597,10,1,2,35,44933,4336,1006,0.76798893,0.043819188,1561,190,25,0,1371,106,59,5985,748,0.649406352,1,0,0,0,1,1,1,0,0
2598,30,1,1,30,44933,4336,1006,0.76798893,0.043819188,1561,190,25,0,1371,106,59,5985,748,0.649406352,1,0,0,0,1,1,1,0,1
2599,7,0,1,55,44933,4336,1006,0.76798893,0.043819188,1561,190,25,0,1371,106,59,5985,748,0.649406352,0,1,0,0,0,0,0,1,0
2600,20,1,1,80,44933,4336,1006,0.76798893,0.043819188,1561,190,25,0,1371,106,59,5985,748,0.649406352,0,1,0,0,0,0,0,0,1
2601,15,1,1,40,44933,4336,1006,0.76798893,0.043819188,1561,190,25,0,1371,106,59,5985,748,0.649406352,0,1,0,0,0,0,1,0,0
2602,14,0,1,45,44933,4336,1006,0.76798893,0.043819188,1561,190,25,0,1371,106,59,5985,748,0.649406352,0,1,0,0,0,0,0,1,0
2603,27,0,1,30,44933,4336,1006,0.76798893,0.043819188,1561,190,25,0,1371,106,59,5985,748,0.649406352,0,0,0,1,1,1,0,1,1
2604,13,0,2,20,44933,4336,1006,0.76798893,0.043819188,1561,190,25,0,1371,106,59,5985,748,0.649406352,0,1,0,0,0,0,0,1,0
2605,12,1,1,65,44933,4336,1006,0.76798893,0.043819188,1561,190,25,0,1371,106,59,5985,748,0.649406352,0,1,0,0,0,0,0,0,0
2606,7,0,1,23,44933,4336,1006,0.76798893,0.043819188,1561,190,25,0,1371,106,59,5985,748,0.649406352,0,0,0,1,1,1,0,1,0
2607,10,1,1,30,44933,4336,1006,0.76798893,0.043819188,1561,190,25,0,1371,106,59,5985,748,0.649406352,1,0,0,0,1,1,0,0,0
2608,8,0,1,40,151393,2007,1645,0.18036871,0.138016941,573,277,36,8,296,0,233,524,66,1.222451661,0,0,0,1,1,1,0,0,0
2609,10,1,1,10,151393,2007,1645,0.18036871,0.138016941,573,277,36,8,296,0,233,524,66,1.222451661,0,1,0,0,0,0,0,0,0
2610,1,1,1,1,1,1,1,1.0,1.0,1,1,1,1,1,1,1,1,1,1.0,0,0,0,0,1,1,1,1,0
2611,3,0,2,35,151393,2007,1645,0.18036871,0.138016941,573,277,36,8,296,0,233,524,66,1.222451661,0,0,0,1,1,1,0,1,0
2612,10,0,1,30,151393,2007,1645,0.18036871,0.138016941,573,277,36,8,296,0,233,524,66,1.222451661,0,1,0,0,0,0,0,1,0
2613,2,0,1,25,151393,2007,1645,0.18036871,0.138016941,573,277,36,8,296,0,233,524,66,1.222451661,0,1,0,0,0,0,0,0,0
2614,60,0,1,10,151393,2007,1645,0.18036871,0.138016941,573,277,36,8,296,0,233,524,66,1.222451661,0,1,0,0,0,0,0,0,1
2615,10,1,2,55,151393,2007,1645,0.18036871,0.138016941,573,277,36,8,296,0,233,524,66,1.222451661,1,0,0,0,1,1,0,0,0
2616,18,0,1,65,151393,2007,1645,0.18036871,0.138016941,573,277,36,8,296,0,233,524,66,1.222451661,0,1,0,0,0,0,0,1,1
2617,10,0,1,30,151393,2007,1645,0.18036871,0.138016941,573,277,36,8,296,0,233,524,66,1.222451661,1,0,0,0,1,1,0,1,0
2618,25,0,1,30,151393,2007,1645,0.18036871,0.138016941,573,277,36,8,296,0,233,524,66,1.222451661,0,1,0,0,0,0,1,0,1
2619,110,0,2,45,151393,2007,1645,0.18036871,0.138016941,573,277,36,8,296,0,233,524,66,1.222451661,0,1,0,0,0,0,0,0,1
2620,5,0,2,40,151393,2007,1645,0.18036871,0.138016941,573,277,36,8,296,0,233,524,66,1.222451661,0,1,0,0,0,0,0,1,0
2621,10,0,2,30,151393,2007,1645,0.18036871,0.138016941,573,277,36,8,296,0,233,524,66,1.222451661,1,0,0,0,1,1,0,1,0
2622,20,0,1,30,151393,2007,1645,0.18036871,0.138016941,573,277,36,8,296,0,233,524,66,1.222451661,1,0,0,0,1,1,0,1,1
2623,3,0,1,35,151393,2007,1645,0.18036871,0.138016941,573,277,36,8,296,0,233,524,66,1.222451661,1,0,0,0,1,1,0,1,0
2624,10,1,2,50,151393,2007,1645,0.18036871,0.138016941,573,277,36,8,296,0,233,524,66,1.222451661,1,0,0,0,1,1,0,0,0
2625,25,1,1,50,151393,2007,1645,0.18036871,0.138016941,573,277,36,8,296,0,233,524,66,1.222451661,1,0,0,0,1,1,1,0,1
2626,15,0,1,22,151393,2007,1645,0.18036871,0.138016941,573,277,36,8,296,0,233,524,66,1.222451661,0,0,1,0,1,0,0,1,0
2627,15,1,1,40,151393,2007,1645,0.18036871,0.138016941,573,277,36,8,296,0,233,524,66,1.222451661,1,0,0,0,1,1,1,0,0
2628,30,1,1,40,151393,2007,1645,0.18036871,0.138016941,573,277,36,8,296,0,233,524,66,1.222451661,0,1,0,0,0,0,0,0,1
2629,15,1,1,35,151393,2007,1645,0.18036871,0.138016941,573,277,36,8,296,0,233,524,66,1.222451661,0,1,0,0,0,0,0,0,0
2630,5,0,2,20,151393,2007,1645,0.18036871,0.138016941,573,277,36,8,296,0,233,524,66,1.222451661,0,1,0,0,0,0,0,1,0
2631,10,0,1,24,151393,2007,1645,0.18036871,0.138016941,573,277,36,8,296,0,233,524,66,1.222451661,1,0,0,0,1,1,0,1,0
2632,5,0,1,25,151393,2007,1645,0.18036871,0.138016941,573,277,36,8,296,0,233,524,66,1.222451661,0,0,0,1,1,1,0,1,0
2633,3,0,1,35,151393,2007,1645,0.18036871,0.138016941,573,277,36,8,296,0,233,524,66,1.222451661,0,1,0,0,0,0,0,1,0
2634,4,0,1,25,151393,2007,1645,0.18036871,0.138016941,573,277,36,8,296,0,233,524,66,1.222451661,0,0,1,0,1,0,0,1,0
2635,5,0,1,50,151393,2007,1645,0.18036871,0.138016941,573,277,36,8,296,0,233,524,66,1.222451661,0,0,1,0,1,0,0,1,0
2636,1,0,1,30,151393,2007,1645,0.18036871,0.138016941,573,277,36,8,296,0,233,524,66,1.222451661,1,0,0,0,1,1,0,1,0
2637,20,0,1,35,151393,2007,1645,0.18036871,0.138016941,573,277,36,8,296,0,233,524,66,1.222451661,0,1,0,0,0,0,1,0,1
2638,5,1,2,30,151393,2007,1645,0.18036871,0.138016941,573,277,36,8,296,0,233,524,66,1.222451661,0,1,0,0,0,0,0,1,0
2639,1,1,1,1,1,1,1,1.0,1.0,1,1,1,1,1,1,1,1,1,1.0,0,0,0,0,1,1,1,1,0
2640,15,0,2,20,151393,2007,1645,0.18036871,0.138016941,573,277,36,8,296,0,233,524,66,1.222451661,0,0,0,1,1,1,0,1,0
2641,1,1,1,1,1,1,1,1.0,1.0,1,1,1,1,1,1,1,1,1,1.0,0,0,0,0,1,1,1,1,0
2642,9,0,2,25,151393,2007,1645,0.18036871,0.138016941,573,277,36,8,296,0,233,524,66,1.222451661,0,1,0,0,0,0,0,1,0
2643,7,0,1,65,151393,2007,1645,0.18036871,0.138016941,573,277,36,8,296,0,233,524,66,1.222451661,0,1,0,0,0,0,0,1,0
2644,10,0,1,60,151393,2007,1645,0.18036871,0.138016941,573,277,36,8,296,0,233,524,66,1.222451661,0,1,0,0,0,0,0,1,0
2645,10,0,2,50,151393,2007,1645,0.18036871,0.138016941,573,277,36,8,296,0,233,524,66,1.222451661,0,1,0,0,0,0,0,1,0
2646,10,0,1,25,151393,2007,1645,0.18036871,0.138016941,573,277,36,8,296,0,233,524,66,1.222451661,0,0,1,0,1,0,0,1,0
2647,10,1,1,70,151393,2007,1645,0.18036871,0.138016941,573,277,36,8,296,0,233,524,66,1.222451661,0,1,0,0,0,0,0,1,0
2648,12,0,2,30,151393,2007,1645,0.18036871,0.138016941,573,277,36,8,296,0,233,524,66,1.222451661,0,1,0,0,0,0,0,1,0
2649,10,0,2,45,151393,2007,1645,0.18036871,0.138016941,573,277,36,8,296,0,233,524,66,1.222451661,0,0,1,0,1,0,0,1,0
2650,15,0,2,34,151393,2007,1645,0.18036871,0.138016941,573,277,36,8,296,0,233,524,66,1.222451661,0,1,0,0,0,0,0,1,0
2651,10,0,2,30,151393,2007,1645,0.18036871,0.138016941,573,277,36,8,296,0,233,524,66,1.222451661,0,1,0,0,0,0,0,1,0
2652,5,0,2,30,151393,2007,1645,0.18036871,0.138016941,573,277,36,8,296,0,233,524,66,1.222451661,0,0,1,0,1,0,0,1,0
2653,5,0,2,60,151393,2007,1645,0.18036871,0.138016941,573,277,36,8,296,0,233,524,66,1.222451661,0,1,0,0,0,0,0,1,0
2654,10,0,1,65,151393,2007,1645,0.18036871,0.138016941,573,277,36,8,296,0,233,524,66,1.222451661,0,0,1,0,1,0,0,1,0
2655,5,0,2,45,151393,2007,1645,0.18036871,0.138016941,573,277,36,8,296,0,233,524,66,1.222451661,1,0,0,0,1,1,0,1,0
2656,5,0,2,25,151393,2007,1645,0.18036871,0.138016941,573,277,36,8,296,0,233,524,66,1.222451661,0,0,0,1,1,1,0,1,0
2657,30,0,1,35,151393,2007,1645,0.18036871,0.138016941,573,277,36,8,296,0,233,524,66,1.222451661,1,0,0,0,1,1,1,0,1
2658,2,0,2,35,151393,2007,1645,0.18036871,0.138016941,573,277,36,8,296,0,233,524,66,1.222451661,1,0,0,0,1,1,0,1,0
2659,3,0,1,25,151393,2007,1645,0.18036871,0.138016941,573,277,36,8,296,0,233,524,66,1.222451661,0,1,0,0,0,0,0,1,0
2660,10,0,1,30,151393,2007,1645,0.18036871,0.138016941,573,277,36,8,296,0,233,524,66,1.222451661,0,1,0,0,0,0,0,1,0
2661,10,0,2,30,151393,2007,1645,0.18036871,0.138016941,573,277,36,8,296,0,233,524,66,1.222451661,0,0,1,0,1,0,0,1,0
2662,5,0,1,30,151393,2007,1645,0.18036871,0.138016941,573,277,36,8,296,0,233,524,66,1.222451661,0,1,0,0,0,0,0,1,0
2663,15,0,1,45,151393,2007,1645,0.18036871,0.138016941,573,277,36,8,296,0,233,524,66,1.222451661,0,0,0,1,1,1,0,1,0
2664,3,0,2,30,151393,2007,1645,0.18036871,0.138016941,573,277,36,8,296,0,233,524,66,1.222451661,0,1,0,0,0,0,0,1,0
2665,1,1,1,1,1,1,1,1.0,1.0,1,1,1,1,1,1,1,1,1,1.0,0,0,0,0,1,1,1,1,0
2666,10,1,1,60,151393,2007,1645,0.18036871,0.138016941,573,277,36,8,296,0,233,524,66,1.222451661,0,1,0,0,0,0,0,1,0
2667,15,0,2,30,151393,2007,1645,0.18036871,0.138016941,573,277,36,8,296,0,233,524,66,1.222451661,0,0,0,1,1,1,0,1,0
2668,9,0,2,70,151393,2007,1645,0.18036871,0.138016941,573,277,36,8,296,0,233,524,66,1.222451661,0,1,0,0,0,0,0,1,0
2669,15,0,1,56,151393,2007,1645,0.18036871,0.138016941,573,277,36,8,296,0,233,524,66,1.222451661,0,1,0,0,0,0,0,1,0
2670,10,1,1,55,151393,2007,1645,0.18036871,0.138016941,573,277,36,8,296,0,233,524,66,1.222451661,0,1,0,0,0,0,0,0,0
2671,10,0,2,40,151393,2007,1645,0.18036871,0.138016941,573,277,36,8,296,0,233,524,66,1.222451661,0,0,0,1,1,1,0,1,0
2672,9,0,1,45,151393,2007,1645,0.18036871,0.138016941,573,277,36,8,296,0,233,524,66,1.222451661,0,1,0,0,0,0,0,1,0
2673,35,0,1,25,151393,2007,1645,0.18036871,0.138016941,573,277,36,8,296,0,233,524,66,1.222451661,0,1,0,0,0,0,1,1,1
2674,35,0,1,50,151393,2007,1645,0.18036871,0.138016941,573,277,36,8,296,0,233,524,66,1.222451661,0,1,0,0,0,0,1,1,1
2675,35,0,2,30,151393,2007,1645,0.18036871,0.138016941,573,277,36,8,296,0,233,524,66,1.222451661,0,1,0,0,0,0,1,1,1
2676,25,1,2,55,151393,2007,1645,0.18036871,0.138016941,573,277,36,8,296,0,233,524,66,1.222451661,0,1,0,0,0,0,1,0,1
2677,10,0,1,25,151393,2007,1645,0.18036871,0.138016941,573,277,36,8,296,0,233,524,66,1.222451661,0,0,0,1,1,1,0,1,0
2678,35,1,2,65,151393,2007,1645,0.18036871,0.138016941,573,277,36,8,296,0,233,524,66,1.222451661,0,1,0,0,0,0,0,0,1
2679,11,0,1,70,151393,2007,1645,0.18036871,0.138016941,573,277,36,8,296,0,233,524,66,1.222451661,0,0,1,0,1,0,0,0,0
2680,10,1,1,30,151393,2007,1645,0.18036871,0.138016941,573,277,36,8,296,0,233,524,66,1.222451661,0,1,0,0,0,0,0,1,0
2681,10,0,1,40,151393,2007,1645,0.18036871,0.138016941,573,277,36,8,296,0,233,524,66,1.222451661,0,0,0,1,1,1,0,1,0
2682,30,1,1,40,125218,1756,1361,0.224943052,0.270501139,769,475,147,2,294,0,326,11450,1431,2.504934363,0,1,0,0,0,0,0,0,1
2683,6,0,2,25,125218,1756,1361,0.224943052,0.270501139,769,475,147,2,294,0,326,11450,1431,2.504934363,1,0,0,0,1,1,0,1,0
2684,40,1,2,20,125218,1756,1361,0.224943052,0.270501139,769,475,147,2,294,0,326,11450,1431,2.504934363,0,0,0,1,1,1,0,0,1
2685,5,0,1,28,125218,1756,1361,0.224943052,0.270501139,769,475,147,2,294,0,326,11450,1431,2.504934363,1,0,0,0,1,1,0,1,0
2686,10,1,1,30,125218,1756,1361,0.224943052,0.270501139,769,475,147,2,294,0,326,11450,1431,2.504934363,1,0,0,0,1,1,0,1,0
2687,20,0,1,30,125218,1756,1361,0.224943052,0.270501139,769,475,147,2,294,0,326,11450,1431,2.504934363,0,1,0,0,0,0,0,1,1
2688,6,0,1,25,125218,1756,1361,0.224943052,0.270501139,769,475,147,2,294,0,326,11450,1431,2.504934363,0,0,0,1,1,1,0,1,0
2689,10,0,2,40,125218,1756,1361,0.224943052,0.270501139,769,475,147,2,294,0,326,11450,1431,2.504934363,0,1,0,0,0,0,0,0,0
2690,10,0,1,40,125218,1756,1361,0.224943052,0.270501139,769,475,147,2,294,0,326,11450,1431,2.504934363,0,1,0,0,0,0,0,0,0
2691,8,0,1,50,125218,1756,1361,0.224943052,0.270501139,769,475,147,2,294,0,326,11450,1431,2.504934363,0,0,0,1,1,1,0,1,0
2692,5,0,1,40,125218,1756,1361,0.224943052,0.270501139,769,475,147,2,294,0,326,11450,1431,2.504934363,0,1,0,0,0,0,0,1,0
2693,20,0,1,25,125218,1756,1361,0.224943052,0.270501139,769,475,147,2,294,0,326,11450,1431,2.504934363,0,1,0,0,0,0,0,1,1
2694,10,0,1,40,125218,1756,1361,0.224943052,0.270501139,769,475,147,2,294,0,326,11450,1431,2.504934363,1,0,0,0,1,1,0,1,0
2695,10,0,1,40,125218,1756,1361,0.224943052,0.270501139,769,475,147,2,294,0,326,11450,1431,2.504934363,0,0,0,1,1,1,0,1,0
2697,1,1,1,1,1,1,1,1.0,1.0,1,1,1,1,1,1,1,1,1,1.0,0,0,0,0,1,1,1,1,0
2698,20,0,1,30,125218,1756,1361,0.224943052,0.270501139,769,475,147,2,294,0,326,11450,1431,2.504934363,1,0,0,0,1,1,0,1,1
2699,15,1,1,40,125218,1756,1361,0.224943052,0.270501139,769,475,147,2,294,0,326,11450,1431,2.504934363,1,0,0,0,1,1,0,0,0
2700,10,0,1,17,125218,1756,1361,0.224943052,0.270501139,769,475,147,2,294,0,326,11450,1431,2.504934363,0,0,0,1,1,1,0,1,0
2701,60,1,1,50,125218,1756,1361,0.224943052,0.270501139,769,475,147,2,294,0,326,11450,1431,2.504934363,1,0,0,0,1,1,0,0,1
2702,60,1,2,50,125218,1756,1361,0.224943052,0.270501139,769,475,147,2,294,0,326,11450,1431,2.504934363,0,1,0,0,0,0,0,0,1
2703,5,0,1,30,125218,1756,1361,0.224943052,0.270501139,769,475,147,2,294,0,326,11450,1431,2.504934363,1,0,0,0,1,1,0,1,0
2704,5,0,1,30,125218,1756,1361,0.224943052,0.270501139,769,475,147,2,294,0,326,11450,1431,2.504934363,0,0,0,1,1,1,0,1,0
2705,25,0,1,28,125218,1756,1361,0.224943052,0.270501139,769,475,147,2,294,0,326,11450,1431,2.504934363,1,0,0,0,1,1,0,1,1
2706,10,0,1,50,125218,1756,1361,0.224943052,0.270501139,769,475,147,2,294,0,326,11450,1431,2.504934363,1,0,0,0,1,1,0,1,0
2707,7,1,1,42,125218,1756,1361,0.224943052,0.270501139,769,475,147,2,294,0,326,11450,1431,2.504934363,0,1,0,0,0,0,0,1,0
2708,6,0,2,55,125218,1756,1361,0.224943052,0.270501139,769,475,147,2,294,0,326,11450,1431,2.504934363,0,0,0,1,1,1,0,1,0
