,durationofstop,raceperceivedpriortostop,gender,perceivedage,tract_medianincome,tract_totalpop,tract_whitepop,tract_nonwhitecomp,tract_poccomp,tract_nonwhitepop,tract_pocpop,tract_aapop,tract_na_aipop,tract_aisianpop,tract_hawaiian,tract_mixed2,tract_totalnumstops,tract_annualstops,tract_distancefromcal,black,white,asian,hispanic,bipoc,report_risk_groups,arrest,trafficstop,longstop
5545,10,0,2,70,76958,3716,2026,0.454790097,0.263724435,1469,980,758,18,489,0,204,2303,288,1.729174384,1,0,0,0,1,1,0,1,0
5546,10,0,2,25,76958,3716,2026,0.454790097,0.263724435,1469,980,758,18,489,0,204,2303,288,1.729174384,0,1,0,0,0,0,0,1,0
5547,30,1,2,30,76958,3716,2026,0.454790097,0.263724435,1469,980,758,18,489,0,204,2303,288,1.729174384,0,1,0,0,0,0,1,1,1
5548,30,1,1,40,76958,3716,2026,0.454790097,0.263724435,1469,980,758,18,489,0,204,2303,288,1.729174384,0,1,0,0,0,0,1,1,1
5549,22,0,2,19,76958,3716,2026,0.454790097,0.263724435,1469,980,758,18,489,0,204,2303,288,1.729174384,1,0,0,0,1,1,0,1,1
5550,60,0,1,35,76958,3716,2026,0.454790097,0.263724435,1469,980,758,18,489,0,204,2303,288,1.729174384,0,1,0,0,0,0,1,0,1
5551,20,0,1,30,76958,3716,2026,0.454790097,0.263724435,1469,980,758,18,489,0,204,2303,288,1.729174384,1,0,0,0,1,1,0,1,1
5552,10,0,2,45,76958,3716,2026,0.454790097,0.263724435,1469,980,758,18,489,0,204,2303,288,1.729174384,1,0,0,0,1,1,0,1,0
5553,3,0,1,30,76958,3716,2026,0.454790097,0.263724435,1469,980,758,18,489,0,204,2303,288,1.729174384,1,0,0,0,1,1,0,1,0
5554,20,0,1,30,76958,3716,2026,0.454790097,0.263724435,1469,980,758,18,489,0,204,2303,288,1.729174384,1,0,0,0,1,1,1,1,1
5555,20,0,1,30,76958,3716,2026,0.454790097,0.263724435,1469,980,758,18,489,0,204,2303,288,1.729174384,1,0,0,0,1,1,1,1,1
5556,2,0,1,35,76958,3716,2026,0.454790097,0.263724435,1469,980,758,18,489,0,204,2303,288,1.729174384,0,1,0,0,0,0,0,1,0
5557,1,1,1,1,1,1,1,1.0,1.0,1,1,1,1,1,1,1,1,1,1.0,0,0,0,0,1,1,1,1,0
5558,8,0,1,20,76958,3716,2026,0.454790097,0.263724435,1469,980,758,18,489,0,204,2303,288,1.729174384,1,0,0,0,1,1,0,1,0
5559,10,0,1,40,76958,3716,2026,0.454790097,0.263724435,1469,980,758,18,489,0,204,2303,288,1.729174384,1,0,0,0,1,1,0,1,0
5560,6,0,1,40,76958,3716,2026,0.454790097,0.263724435,1469,980,758,18,489,0,204,2303,288,1.729174384,0,0,0,1,1,1,0,1,0
5561,15,1,1,60,76958,3716,2026,0.454790097,0.263724435,1469,980,758,18,489,0,204,2303,288,1.729174384,1,0,0,0,1,1,0,0,0
5562,17,0,1,40,76958,3716,2026,0.454790097,0.263724435,1469,980,758,18,489,0,204,2303,288,1.729174384,0,0,0,1,1,1,0,1,1
5563,5,0,1,20,76958,3716,2026,0.454790097,0.263724435,1469,980,758,18,489,0,204,2303,288,1.729174384,0,1,0,0,0,0,0,1,0
5564,25,0,1,18,76958,3716,2026,0.454790097,0.263724435,1469,980,758,18,489,0,204,2303,288,1.729174384,0,1,0,0,0,0,0,1,1
5565,19,0,2,50,76958,3716,2026,0.454790097,0.263724435,1469,980,758,18,489,0,204,2303,288,1.729174384,1,0,0,0,1,1,0,1,1
5566,45,1,1,20,76958,3716,2026,0.454790097,0.263724435,1469,980,758,18,489,0,204,2303,288,1.729174384,1,0,0,0,1,1,0,0,1
5567,3,0,1,30,76958,3716,2026,0.454790097,0.263724435,1469,980,758,18,489,0,204,2303,288,1.729174384,0,1,0,0,0,0,0,1,0
5568,30,1,1,50,76958,3716,2026,0.454790097,0.263724435,1469,980,758,18,489,0,204,2303,288,1.729174384,1,0,0,0,1,1,1,0,1
5569,50,1,1,38,76958,3716,2026,0.454790097,0.263724435,1469,980,758,18,489,0,204,2303,288,1.729174384,1,0,0,0,1,1,0,0,1
5570,30,1,1,35,76958,3716,2026,0.454790097,0.263724435,1469,980,758,18,489,0,204,2303,288,1.729174384,1,0,0,0,1,1,1,0,1
5571,1,1,1,1,1,1,1,1.0,1.0,1,1,1,1,1,1,1,1,1,1.0,0,0,0,0,1,1,1,1,0
5572,4,1,2,30,76958,3716,2026,0.454790097,0.263724435,1469,980,758,18,489,0,204,2303,288,1.729174384,0,1,0,0,0,0,0,1,0
5573,10,1,2,30,76958,3716,2026,0.454790097,0.263724435,1469,980,758,18,489,0,204,2303,288,1.729174384,1,0,0,0,1,1,0,1,0
5574,200,0,1,30,76958,3716,2026,0.454790097,0.263724435,1469,980,758,18,489,0,204,2303,288,1.729174384,1,0,0,0,1,1,1,0,1
5575,15,0,1,30,76958,3716,2026,0.454790097,0.263724435,1469,980,758,18,489,0,204,2303,288,1.729174384,0,0,0,1,1,1,0,1,0
5576,10,0,2,27,76958,3716,2026,0.454790097,0.263724435,1469,980,758,18,489,0,204,2303,288,1.729174384,0,0,1,0,1,0,0,1,0
5577,20,0,1,20,76958,3716,2026,0.454790097,0.263724435,1469,980,758,18,489,0,204,2303,288,1.729174384,1,0,0,0,1,1,0,1,1
5578,1,1,1,1,1,1,1,1.0,1.0,1,1,1,1,1,1,1,1,1,1.0,0,0,0,0,1,1,1,1,0
5579,10,0,1,50,76958,3716,2026,0.454790097,0.263724435,1469,980,758,18,489,0,204,2303,288,1.729174384,0,1,0,0,0,0,0,1,0
5580,10,1,2,25,76958,3716,2026,0.454790097,0.263724435,1469,980,758,18,489,0,204,2303,288,1.729174384,0,0,1,0,1,0,0,1,0
5581,7,0,1,21,76958,3716,2026,0.454790097,0.263724435,1469,980,758,18,489,0,204,2303,288,1.729174384,1,0,0,0,1,1,0,1,0
5582,60,1,2,40,76958,3716,2026,0.454790097,0.263724435,1469,980,758,18,489,0,204,2303,288,1.729174384,1,0,0,0,1,1,1,0,1
5583,7,0,1,60,76958,3716,2026,0.454790097,0.263724435,1469,980,758,18,489,0,204,2303,288,1.729174384,1,0,0,0,1,1,0,1,0
5584,10,1,1,40,76958,3716,2026,0.454790097,0.263724435,1469,980,758,18,489,0,204,2303,288,1.729174384,1,0,0,0,1,1,0,0,0
5585,90,0,1,30,76958,3716,2026,0.454790097,0.263724435,1469,980,758,18,489,0,204,2303,288,1.729174384,0,0,0,1,1,1,1,1,1
5586,8,1,1,30,76958,3716,2026,0.454790097,0.263724435,1469,980,758,18,489,0,204,2303,288,1.729174384,0,1,0,0,0,0,0,1,0
5587,8,1,1,30,76958,3716,2026,0.454790097,0.263724435,1469,980,758,18,489,0,204,2303,288,1.729174384,0,1,0,0,0,0,0,1,0
5588,12,0,1,18,76958,3716,2026,0.454790097,0.263724435,1469,980,758,18,489,0,204,2303,288,1.729174384,1,0,0,0,1,1,0,1,0
5589,8,1,2,65,76958,3716,2026,0.454790097,0.263724435,1469,980,758,18,489,0,204,2303,288,1.729174384,1,0,0,0,1,1,0,1,0
5590,8,1,2,35,76958,3716,2026,0.454790097,0.263724435,1469,980,758,18,489,0,204,2303,288,1.729174384,1,0,0,0,1,1,0,1,0
5591,20,1,1,55,76958,3716,2026,0.454790097,0.263724435,1469,980,758,18,489,0,204,2303,288,1.729174384,1,0,0,0,1,1,0,1,1
5592,2,0,2,40,76958,3716,2026,0.454790097,0.263724435,1469,980,758,18,489,0,204,2303,288,1.729174384,0,0,0,1,1,1,0,1,0
5593,12,1,2,25,76958,3716,2026,0.454790097,0.263724435,1469,980,758,18,489,0,204,2303,288,1.729174384,1,0,0,0,1,1,0,1,0
5594,10,1,2,30,76958,3716,2026,0.454790097,0.263724435,1469,980,758,18,489,0,204,2303,288,1.729174384,1,0,0,0,1,1,0,1,0
5595,5,1,2,30,76958,3716,2026,0.454790097,0.263724435,1469,980,758,18,489,0,204,2303,288,1.729174384,0,1,0,0,0,0,0,1,0
5596,8,0,2,35,76958,3716,2026,0.454790097,0.263724435,1469,980,758,18,489,0,204,2303,288,1.729174384,1,0,0,0,1,1,0,1,0
5597,20,0,1,42,76958,3716,2026,0.454790097,0.263724435,1469,980,758,18,489,0,204,2303,288,1.729174384,0,0,0,1,1,1,0,1,1
5598,5,0,1,50,76958,3716,2026,0.454790097,0.263724435,1469,980,758,18,489,0,204,2303,288,1.729174384,1,0,0,0,1,1,0,1,0
5599,10,0,1,55,76958,3716,2026,0.454790097,0.263724435,1469,980,758,18,489,0,204,2303,288,1.729174384,0,0,0,1,1,1,0,1,0
5601,10,0,1,40,76958,3716,2026,0.454790097,0.263724435,1469,980,758,18,489,0,204,2303,288,1.729174384,1,0,0,0,1,1,0,0,0
5602,3,0,1,45,76958,3716,2026,0.454790097,0.263724435,1469,980,758,18,489,0,204,2303,288,1.729174384,0,1,0,0,0,0,0,1,0
5603,40,1,1,60,76958,3716,2026,0.454790097,0.263724435,1469,980,758,18,489,0,204,2303,288,1.729174384,1,0,0,0,1,1,0,0,1
5604,30,1,1,55,76958,3716,2026,0.454790097,0.263724435,1469,980,758,18,489,0,204,2303,288,1.729174384,1,0,0,0,1,1,1,0,1
5605,1,1,1,1,1,1,1,1.0,1.0,1,1,1,1,1,1,1,1,1,1.0,0,0,0,0,1,1,1,1,0
5606,10,1,1,45,76958,3716,2026,0.454790097,0.263724435,1469,980,758,18,489,0,204,2303,288,1.729174384,1,0,0,0,1,1,0,1,0
5607,10,1,1,40,76958,3716,2026,0.454790097,0.263724435,1469,980,758,18,489,0,204,2303,288,1.729174384,0,1,0,0,0,0,0,1,0
5608,3,0,1,30,76958,3716,2026,0.454790097,0.263724435,1469,980,758,18,489,0,204,2303,288,1.729174384,0,1,0,0,0,0,0,1,0
5609,25,1,2,50,76958,3716,2026,0.454790097,0.263724435,1469,980,758,18,489,0,204,2303,288,1.729174384,1,0,0,0,1,1,0,0,1
5610,10,0,1,33,76958,3716,2026,0.454790097,0.263724435,1469,980,758,18,489,0,204,2303,288,1.729174384,1,0,0,0,1,1,0,1,0
5611,10,0,1,16,76958,3716,2026,0.454790097,0.263724435,1469,980,758,18,489,0,204,2303,288,1.729174384,0,0,0,1,1,1,0,1,0
5612,10,1,1,50,76958,3716,2026,0.454790097,0.263724435,1469,980,758,18,489,0,204,2303,288,1.729174384,1,0,0,0,1,1,0,1,0
5613,1,1,1,1,1,1,1,1.0,1.0,1,1,1,1,1,1,1,1,1,1.0,0,0,0,0,1,1,1,1,0
5614,10,1,2,20,76958,3716,2026,0.454790097,0.263724435,1469,980,758,18,489,0,204,2303,288,1.729174384,1,0,0,0,1,1,0,1,0
5615,50,1,1,35,76958,3716,2026,0.454790097,0.263724435,1469,980,758,18,489,0,204,2303,288,1.729174384,0,0,0,1,1,1,0,0,1
5616,10,0,2,21,76958,3716,2026,0.454790097,0.263724435,1469,980,758,18,489,0,204,2303,288,1.729174384,1,0,0,0,1,1,0,1,0
5617,20,1,1,60,76958,3716,2026,0.454790097,0.263724435,1469,980,758,18,489,0,204,2303,288,1.729174384,1,0,0,0,1,1,0,0,1
5618,4,0,2,25,76958,3716,2026,0.454790097,0.263724435,1469,980,758,18,489,0,204,2303,288,1.729174384,0,1,0,0,0,0,0,1,0
5619,11,0,2,20,76958,3716,2026,0.454790097,0.263724435,1469,980,758,18,489,0,204,2303,288,1.729174384,1,0,0,0,1,1,0,0,0
5620,10,1,1,50,76958,3716,2026,0.454790097,0.263724435,1469,980,758,18,489,0,204,2303,288,1.729174384,1,0,0,0,1,1,0,1,0
5621,15,0,1,45,76958,3716,2026,0.454790097,0.263724435,1469,980,758,18,489,0,204,2303,288,1.729174384,0,0,0,1,1,1,0,0,0
5622,35,0,1,40,76958,3716,2026,0.454790097,0.263724435,1469,980,758,18,489,0,204,2303,288,1.729174384,1,0,0,0,1,1,1,0,1
5623,20,1,1,30,76958,3716,2026,0.454790097,0.263724435,1469,980,758,18,489,0,204,2303,288,1.729174384,0,1,0,0,0,0,0,0,1
5624,3,0,1,35,76958,3716,2026,0.454790097,0.263724435,1469,980,758,18,489,0,204,2303,288,1.729174384,0,0,1,0,1,0,0,1,0
5625,4,0,1,25,76958,3716,2026,0.454790097,0.263724435,1469,980,758,18,489,0,204,2303,288,1.729174384,1,0,0,0,1,1,0,1,0
5626,1,1,1,1,1,1,1,1.0,1.0,1,1,1,1,1,1,1,1,1,1.0,0,0,0,0,1,1,1,1,0
5627,5,0,1,50,76958,3716,2026,0.454790097,0.263724435,1469,980,758,18,489,0,204,2303,288,1.729174384,1,0,0,0,1,1,0,1,0
5628,75,0,2,25,76958,3716,2026,0.454790097,0.263724435,1469,980,758,18,489,0,204,2303,288,1.729174384,1,0,0,0,1,1,0,0,1
5629,5,0,1,20,76958,3716,2026,0.454790097,0.263724435,1469,980,758,18,489,0,204,2303,288,1.729174384,0,0,0,1,1,1,0,1,0
5630,15,0,1,30,76958,3716,2026,0.454790097,0.263724435,1469,980,758,18,489,0,204,2303,288,1.729174384,0,1,0,0,0,0,0,1,0
5631,5,0,1,20,76958,3716,2026,0.454790097,0.263724435,1469,980,758,18,489,0,204,2303,288,1.729174384,1,0,0,0,1,1,0,1,0
5632,8,0,1,30,76958,3716,2026,0.454790097,0.263724435,1469,980,758,18,489,0,204,2303,288,1.729174384,1,0,0,0,1,1,0,1,0
5633,15,1,2,45,76958,3716,2026,0.454790097,0.263724435,1469,980,758,18,489,0,204,2303,288,1.729174384,1,0,0,0,1,1,0,1,0
5634,4,0,1,50,76958,3716,2026,0.454790097,0.263724435,1469,980,758,18,489,0,204,2303,288,1.729174384,0,1,0,0,0,0,0,1,0
5635,4,0,1,50,76958,3716,2026,0.454790097,0.263724435,1469,980,758,18,489,0,204,2303,288,1.729174384,0,1,0,0,0,0,0,1,0
5636,5,0,1,60,76958,3716,2026,0.454790097,0.263724435,1469,980,758,18,489,0,204,2303,288,1.729174384,1,0,0,0,1,1,0,1,0
5637,50,0,1,26,76958,3716,2026,0.454790097,0.263724435,1469,980,758,18,489,0,204,2303,288,1.729174384,0,1,0,0,0,0,1,0,1
5638,60,0,1,30,76958,3716,2026,0.454790097,0.263724435,1469,980,758,18,489,0,204,2303,288,1.729174384,0,0,0,1,1,1,1,0,1
5639,1,1,1,1,1,1,1,1.0,1.0,1,1,1,1,1,1,1,1,1,1.0,0,0,0,0,1,1,1,1,0
5640,5,0,1,25,76958,3716,2026,0.454790097,0.263724435,1469,980,758,18,489,0,204,2303,288,1.729174384,0,1,0,0,0,0,0,1,0
5641,6,0,2,21,76958,3716,2026,0.454790097,0.263724435,1469,980,758,18,489,0,204,2303,288,1.729174384,0,0,0,1,1,1,0,1,0
5642,1,1,1,1,1,1,1,1.0,1.0,1,1,1,1,1,1,1,1,1,1.0,0,0,0,0,1,1,1,1,0
5643,12,1,1,40,76958,3716,2026,0.454790097,0.263724435,1469,980,758,18,489,0,204,2303,288,1.729174384,0,1,0,0,0,0,0,0,0
5644,5,0,1,30,76958,3716,2026,0.454790097,0.263724435,1469,980,758,18,489,0,204,2303,288,1.729174384,0,0,0,1,1,1,0,1,0
5645,4,0,1,21,76958,3716,2026,0.454790097,0.263724435,1469,980,758,18,489,0,204,2303,288,1.729174384,0,0,0,1,1,1,0,1,0
5646,4,0,1,45,76958,3716,2026,0.454790097,0.263724435,1469,980,758,18,489,0,204,2303,288,1.729174384,0,1,0,0,0,0,0,1,0
5647,5,0,1,18,76958,3716,2026,0.454790097,0.263724435,1469,980,758,18,489,0,204,2303,288,1.729174384,0,1,0,0,0,0,0,1,0
5648,3,0,1,20,76958,3716,2026,0.454790097,0.263724435,1469,980,758,18,489,0,204,2303,288,1.729174384,1,0,0,0,1,1,0,1,0
5649,40,1,2,30,76958,3716,2026,0.454790097,0.263724435,1469,980,758,18,489,0,204,2303,288,1.729174384,1,0,0,0,1,1,0,0,1
5650,17,0,2,40,76958,3716,2026,0.454790097,0.263724435,1469,980,758,18,489,0,204,2303,288,1.729174384,1,0,0,0,1,1,0,1,1
5651,12,0,1,30,76958,3716,2026,0.454790097,0.263724435,1469,980,758,18,489,0,204,2303,288,1.729174384,1,0,0,0,1,1,0,1,0
5652,5,0,1,30,76958,3716,2026,0.454790097,0.263724435,1469,980,758,18,489,0,204,2303,288,1.729174384,1,0,0,0,1,1,0,1,0
5653,15,0,2,27,76958,3716,2026,0.454790097,0.263724435,1469,980,758,18,489,0,204,2303,288,1.729174384,0,0,1,0,1,0,0,1,0
5654,20,0,1,55,76958,3716,2026,0.454790097,0.263724435,1469,980,758,18,489,0,204,2303,288,1.729174384,0,1,0,0,0,0,1,0,1
5655,10,0,2,35,76958,3716,2026,0.454790097,0.263724435,1469,980,758,18,489,0,204,2303,288,1.729174384,0,1,0,0,0,0,0,0,0
5656,10,0,1,45,76958,3716,2026,0.454790097,0.263724435,1469,980,758,18,489,0,204,2303,288,1.729174384,0,0,1,0,1,0,0,1,0
5657,23,0,2,28,76958,3716,2026,0.454790097,0.263724435,1469,980,758,18,489,0,204,2303,288,1.729174384,1,0,0,0,1,1,1,1,1
5658,30,1,1,60,76958,3716,2026,0.454790097,0.263724435,1469,980,758,18,489,0,204,2303,288,1.729174384,1,0,0,0,1,1,0,0,1
5659,5,0,1,50,76958,3716,2026,0.454790097,0.263724435,1469,980,758,18,489,0,204,2303,288,1.729174384,1,0,0,0,1,1,0,1,0
5660,6,0,1,25,76958,3716,2026,0.454790097,0.263724435,1469,980,758,18,489,0,204,2303,288,1.729174384,1,0,0,0,1,1,0,1,0
5661,7,1,1,35,76958,3716,2026,0.454790097,0.263724435,1469,980,758,18,489,0,204,2303,288,1.729174384,1,0,0,0,1,1,0,0,0
5662,10,0,1,25,93432,3144,2125,0.324109415,0.109096692,748,343,151,29,405,4,159,3346,418,1.604133082,0,0,1,0,1,0,0,1,0
5663,1,1,1,1,1,1,1,1.0,1.0,1,1,1,1,1,1,1,1,1,1.0,0,0,0,0,1,1,1,1,0
5664,60,1,2,30,93432,3144,2125,0.324109415,0.109096692,748,343,151,29,405,4,159,3346,418,1.604133082,1,0,0,0,1,1,1,0,1
5665,10,1,1,20,93432,3144,2125,0.324109415,0.109096692,748,343,151,29,405,4,159,3346,418,1.604133082,0,1,0,0,0,0,0,0,0
5666,10,0,1,26,93432,3144,2125,0.324109415,0.109096692,748,343,151,29,405,4,159,3346,418,1.604133082,1,0,0,0,1,1,0,1,0
5667,10,0,1,20,93432,3144,2125,0.324109415,0.109096692,748,343,151,29,405,4,159,3346,418,1.604133082,0,0,0,1,1,1,0,1,0
5668,20,0,1,23,93432,3144,2125,0.324109415,0.109096692,748,343,151,29,405,4,159,3346,418,1.604133082,0,0,0,1,1,1,1,0,1
5669,20,1,1,27,93432,3144,2125,0.324109415,0.109096692,748,343,151,29,405,4,159,3346,418,1.604133082,0,1,0,0,0,0,1,0,1
5670,20,0,1,20,93432,3144,2125,0.324109415,0.109096692,748,343,151,29,405,4,159,3346,418,1.604133082,0,0,0,1,1,1,1,0,1
5671,5,0,2,28,93432,3144,2125,0.324109415,0.109096692,748,343,151,29,405,4,159,3346,418,1.604133082,0,1,0,0,0,0,0,1,0
5672,6,0,1,30,93432,3144,2125,0.324109415,0.109096692,748,343,151,29,405,4,159,3346,418,1.604133082,1,0,0,0,1,1,0,1,0
5673,5,0,2,18,93432,3144,2125,0.324109415,0.109096692,748,343,151,29,405,4,159,3346,418,1.604133082,1,0,0,0,1,1,0,1,0
5674,30,0,1,18,93432,3144,2125,0.324109415,0.109096692,748,343,151,29,405,4,159,3346,418,1.604133082,0,0,0,1,1,1,0,0,1
5675,30,0,1,18,93432,3144,2125,0.324109415,0.109096692,748,343,151,29,405,4,159,3346,418,1.604133082,0,1,0,0,0,0,0,0,1
5676,42,0,1,25,93432,3144,2125,0.324109415,0.109096692,748,343,151,29,405,4,159,3346,418,1.604133082,0,0,0,1,1,1,1,0,1
5677,25,1,1,28,93432,3144,2125,0.324109415,0.109096692,748,343,151,29,405,4,159,3346,418,1.604133082,0,0,0,1,1,1,1,0,1
5678,7,0,1,60,93432,3144,2125,0.324109415,0.109096692,748,343,151,29,405,4,159,3346,418,1.604133082,1,0,0,0,1,1,0,1,0
5679,45,0,1,30,93432,3144,2125,0.324109415,0.109096692,748,343,151,29,405,4,159,3346,418,1.604133082,0,0,0,1,1,1,0,0,1
5680,5,1,1,60,93432,3144,2125,0.324109415,0.109096692,748,343,151,29,405,4,159,3346,418,1.604133082,1,0,0,0,1,1,0,0,0
5681,6,0,1,20,93432,3144,2125,0.324109415,0.109096692,748,343,151,29,405,4,159,3346,418,1.604133082,0,0,0,1,1,1,0,1,0
5682,45,0,1,40,93432,3144,2125,0.324109415,0.109096692,748,343,151,29,405,4,159,3346,418,1.604133082,0,1,0,0,0,0,1,0,1
5683,1,1,1,1,1,1,1,1.0,1.0,1,1,1,1,1,1,1,1,1,1.0,0,0,0,0,1,1,1,1,0
5684,65,0,2,21,93432,3144,2125,0.324109415,0.109096692,748,343,151,29,405,4,159,3346,418,1.604133082,1,0,0,0,1,1,1,1,1
5685,65,0,1,24,93432,3144,2125,0.324109415,0.109096692,748,343,151,29,405,4,159,3346,418,1.604133082,1,0,0,0,1,1,1,1,1
5686,10,0,1,50,93432,3144,2125,0.324109415,0.109096692,748,343,151,29,405,4,159,3346,418,1.604133082,0,1,0,0,0,0,0,0,0
5687,15,0,1,60,93432,3144,2125,0.324109415,0.109096692,748,343,151,29,405,4,159,3346,418,1.604133082,1,0,0,0,1,1,0,1,0
5688,1,1,1,1,1,1,1,1.0,1.0,1,1,1,1,1,1,1,1,1,1.0,0,0,0,0,1,1,1,1,0
5689,30,0,1,30,93432,3144,2125,0.324109415,0.109096692,748,343,151,29,405,4,159,3346,418,1.604133082,1,0,0,0,1,1,0,1,1
5690,10,0,1,40,93432,3144,2125,0.324109415,0.109096692,748,343,151,29,405,4,159,3346,418,1.604133082,1,0,0,0,1,1,0,1,0
5691,45,1,1,40,93432,3144,2125,0.324109415,0.109096692,748,343,151,29,405,4,159,3346,418,1.604133082,1,0,0,0,1,1,0,0,1
5692,30,1,1,35,93432,3144,2125,0.324109415,0.109096692,748,343,151,29,405,4,159,3346,418,1.604133082,0,0,0,1,1,1,0,0,1
5693,20,1,2,60,93432,3144,2125,0.324109415,0.109096692,748,343,151,29,405,4,159,3346,418,1.604133082,0,1,0,0,0,0,0,0,1
5694,20,1,1,60,93432,3144,2125,0.324109415,0.109096692,748,343,151,29,405,4,159,3346,418,1.604133082,0,1,0,0,0,0,0,0,1
5695,20,0,1,50,93432,3144,2125,0.324109415,0.109096692,748,343,151,29,405,4,159,3346,418,1.604133082,0,1,0,0,0,0,0,0,1
5696,6,0,2,40,93432,3144,2125,0.324109415,0.109096692,748,343,151,29,405,4,159,3346,418,1.604133082,0,1,0,0,0,0,0,1,0
5697,15,0,1,21,93432,3144,2125,0.324109415,0.109096692,748,343,151,29,405,4,159,3346,418,1.604133082,1,0,0,0,1,1,0,1,0
5698,10,1,1,30,93432,3144,2125,0.324109415,0.109096692,748,343,151,29,405,4,159,3346,418,1.604133082,0,1,0,0,0,0,0,1,0
5699,25,1,1,17,93432,3144,2125,0.324109415,0.109096692,748,343,151,29,405,4,159,3346,418,1.604133082,1,0,0,0,1,1,0,0,1
5700,8,0,2,20,93432,3144,2125,0.324109415,0.109096692,748,343,151,29,405,4,159,3346,418,1.604133082,0,0,1,0,1,0,0,1,0
5701,7,0,1,40,93432,3144,2125,0.324109415,0.109096692,748,343,151,29,405,4,159,3346,418,1.604133082,0,0,1,0,1,0,0,1,0
5702,5,0,1,25,93432,3144,2125,0.324109415,0.109096692,748,343,151,29,405,4,159,3346,418,1.604133082,0,0,0,1,1,1,0,1,0
5703,10,0,2,30,93432,3144,2125,0.324109415,0.109096692,748,343,151,29,405,4,159,3346,418,1.604133082,0,1,0,0,0,0,0,1,0
5704,7,0,1,25,93432,3144,2125,0.324109415,0.109096692,748,343,151,29,405,4,159,3346,418,1.604133082,0,1,0,0,0,0,0,1,0
5705,30,0,1,50,93432,3144,2125,0.324109415,0.109096692,748,343,151,29,405,4,159,3346,418,1.604133082,0,1,0,0,0,0,0,1,1
5706,10,1,1,40,93432,3144,2125,0.324109415,0.109096692,748,343,151,29,405,4,159,3346,418,1.604133082,0,0,0,1,1,1,1,0,0
5707,30,0,1,41,93432,3144,2125,0.324109415,0.109096692,748,343,151,29,405,4,159,3346,418,1.604133082,0,1,0,0,0,0,0,1,1
5708,30,0,2,40,93432,3144,2125,0.324109415,0.109096692,748,343,151,29,405,4,159,3346,418,1.604133082,0,1,0,0,0,0,1,1,1
5709,4,0,1,50,93432,3144,2125,0.324109415,0.109096692,748,343,151,29,405,4,159,3346,418,1.604133082,0,0,1,0,1,0,0,1,0
5710,20,1,1,50,93432,3144,2125,0.324109415,0.109096692,748,343,151,29,405,4,159,3346,418,1.604133082,1,0,0,0,1,1,1,0,1
5711,5,0,2,55,93432,3144,2125,0.324109415,0.109096692,748,343,151,29,405,4,159,3346,418,1.604133082,1,0,0,0,1,1,0,0,0
5712,5,0,1,30,93432,3144,2125,0.324109415,0.109096692,748,343,151,29,405,4,159,3346,418,1.604133082,1,0,0,0,1,1,0,0,0
5713,30,0,1,23,93432,3144,2125,0.324109415,0.109096692,748,343,151,29,405,4,159,3346,418,1.604133082,1,0,0,0,1,1,1,1,1
5714,5,0,1,25,93432,3144,2125,0.324109415,0.109096692,748,343,151,29,405,4,159,3346,418,1.604133082,0,0,1,0,1,0,0,1,0
5715,5,0,1,30,93432,3144,2125,0.324109415,0.109096692,748,343,151,29,405,4,159,3346,418,1.604133082,1,0,0,0,1,1,0,1,0
5716,5,0,1,45,93432,3144,2125,0.324109415,0.109096692,748,343,151,29,405,4,159,3346,418,1.604133082,1,0,0,0,1,1,0,1,0
5717,5,0,1,25,93432,3144,2125,0.324109415,0.109096692,748,343,151,29,405,4,159,3346,418,1.604133082,0,0,1,0,1,0,0,1,0
5718,20,1,1,50,93432,3144,2125,0.324109415,0.109096692,748,343,151,29,405,4,159,3346,418,1.604133082,0,1,0,0,0,0,1,0,1
5719,10,0,2,17,93432,3144,2125,0.324109415,0.109096692,748,343,151,29,405,4,159,3346,418,1.604133082,0,1,0,0,0,0,0,1,0
5720,3,0,2,30,93432,3144,2125,0.324109415,0.109096692,748,343,151,29,405,4,159,3346,418,1.604133082,0,1,0,0,0,0,0,1,0
5721,130,1,2,35,93432,3144,2125,0.324109415,0.109096692,748,343,151,29,405,4,159,3346,418,1.604133082,0,1,0,0,0,0,0,0,1
5722,1,1,1,1,1,1,1,1.0,1.0,1,1,1,1,1,1,1,1,1,1.0,0,0,0,0,1,1,1,1,0
5723,6,0,2,60,93432,3144,2125,0.324109415,0.109096692,748,343,151,29,405,4,159,3346,418,1.604133082,0,1,0,0,0,0,0,1,0
5724,10,1,2,35,93432,3144,2125,0.324109415,0.109096692,748,343,151,29,405,4,159,3346,418,1.604133082,0,1,0,0,0,0,0,0,0
5725,5,0,1,25,93432,3144,2125,0.324109415,0.109096692,748,343,151,29,405,4,159,3346,418,1.604133082,0,0,1,0,1,0,0,1,0
5726,20,0,1,18,93432,3144,2125,0.324109415,0.109096692,748,343,151,29,405,4,159,3346,418,1.604133082,1,0,0,0,1,1,0,1,1
5727,14,1,2,30,93432,3144,2125,0.324109415,0.109096692,748,343,151,29,405,4,159,3346,418,1.604133082,0,1,0,0,0,0,1,0,0
5728,20,0,1,40,93432,3144,2125,0.324109415,0.109096692,748,343,151,29,405,4,159,3346,418,1.604133082,0,0,0,1,1,1,0,0,1
5729,60,1,1,35,93432,3144,2125,0.324109415,0.109096692,748,343,151,29,405,4,159,3346,418,1.604133082,0,1,0,0,0,0,0,0,1
